U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0151339 ; 189.17425 ; 227.0091
1.1766667 ; 0.0139086 ; 173.857125 ; 204.5718837
1.1533333 ; 0.0131636 ; 164.544625 ; 189.7748008
1.13 ; 0.0125095 ; 156.368625 ; 176.6965462
1.1066667 ; 0.0118929 ; 148.66125 ; 164.51845
1.0833333 ; 0.0113127 ; 141.408125 ; 153.1921354
1.06 ; 0.0107553 ; 134.44075 ; 142.507195
1.0366667 ; 0.0102297 ; 127.870875 ; 132.5594737
1.0133333 ; 0.0097115 ; 121.3934375 ; 123.0120167
0.99 ; 0.0091972 ; 114.9646875 ; 113.8150406
0.9666667 ; 0.0087149 ; 108.936525 ; 105.3053075
0.9433333 ; 0.0082456 ; 103.0696625 ; 97.2290483
0.92 ; 0.0077832 ; 97.29025 ; 89.50703
0.8966667 ; 0.0073364 ; 91.7049375 ; 82.2287606
0.8733333 ; 0.0068988 ; 86.2352125 ; 75.3120856
0.85 ; 0.0064714 ; 80.893125 ; 68.7591562
0.8266667 ; 0.0060611 ; 75.76435 ; 62.6318627
0.8033333 ; 0.0056543 ; 70.6783125 ; 56.7782444
0.78 ; 0.005258 ; 65.724725 ; 51.2652855
0.7566667 ; 0.004874 ; 60.9248875 ; 46.0998315
0.7333333 ; 0.0044994 ; 56.2426875 ; 41.2446375
0.71 ; 0.0041271 ; 51.588725 ; 36.6279947
0.6866667 ; 0.0037713 ; 47.1412125 ; 32.3702992
0.6633333 ; 0.0034279 ; 42.848225 ; 28.4226559
0.64 ; 0.0030915 ; 38.6440375 ; 24.732184
0.6166667 ; 0.0027703 ; 34.628975 ; 21.3545346
0.5933333 ; 0.0024551 ; 30.6891125 ; 18.2088734
0.57 ; 0.0021557 ; 26.946 ; 15.35922
0.5466667 ; 0.0018632 ; 23.289925 ; 12.7318257
0.5233333 ; 0.0015893 ; 19.86685 ; 10.3969848
0.5 ; 0.0013246 ; 16.557075 ; 8.2785375
0.4766667 ; 0.0010719 ; 13.3986625 ; 6.3866958
0.4533333 ; 0.0008303 ; 10.3789562 ; 4.7051268
0.43 ; 0.0005941 ; 7.426225 ; 3.1932767
0.4066667 ; 0.0003785 ; 4.7310337 ; 1.9239537
0.3833333 ; 0.0001746 ; 2.18207 ; 0.8364602
0.36 ; -2.48e-05 ; -0.3100664 ; -0.1116239
0.3366667 ; -0.0002158 ; -2.69811 ; -0.9083637
0.3133333 ; -0.0003911 ; -4.888175 ; -1.5316282
0.29 ; -0.0005584 ; -6.9795425 ; -2.0240673
0.2666667 ; -0.0007118 ; -8.89808 ; -2.3728213
0.2433333 ; -0.0008602 ; -10.752805 ; -2.6165159
0.22 ; -0.0010015 ; -12.5183762 ; -2.7540428
0.1966667 ; -0.0011284 ; -14.104525 ; -2.7738899
0.1733333 ; -0.001245 ; -15.5620875 ; -2.6974285
0.15 ; -0.0013491 ; -16.8632375 ; -2.5294856
0.1266667 ; -0.0014469 ; -18.0866375 ; -2.2909741
0.1033333 ; -0.0015385 ; -19.231025 ; -1.9872059
0.08 ; -0.0016151 ; -20.1883125 ; -1.615065
0.0566667 ; -0.0016872 ; -21.0893875 ; -1.1950653
0.0333333 ; -0.0017486 ; -21.8572875 ; -0.7285762
0.01 ; -0.0018102 ; -22.6278 ; -0.226278
-0.0133333 ; -0.0018683 ; -23.3539125 ; 0.3113855
-0.0366667 ; -0.0019123 ; -23.904275 ; 0.8764901
-0.06 ; -0.0019674 ; -24.5920125 ; 1.4755208
-0.0833333 ; -0.0020234 ; -25.2921 ; 2.107675
-0.1066667 ; -0.0020912 ; -26.1394125 ; 2.788204
-0.13 ; -0.0021616 ; -27.0196375 ; 3.5125529
-0.1533333 ; -0.0022473 ; -28.090675 ; 4.3072368
-0.1766667 ; -0.0023333 ; -29.1656875 ; 5.1526048
-0.2 ; -0.0024379 ; -30.4736125 ; 6.0947225
