U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0018614 ; 23.267075 ; 27.92049
1.1766667 ; 0.0013811 ; 17.263375 ; 20.3132379
1.1533333 ; 0.0011741 ; 14.6757125 ; 16.9259884
1.13 ; 0.0009778 ; 12.2220725 ; 13.8109419
1.1066667 ; 0.0007921 ; 9.901635 ; 10.9578094
1.0833333 ; 0.0006164 ; 7.705255 ; 8.3473596
1.06 ; 0.0004509 ; 5.635905 ; 5.9740593
1.0366667 ; 0.0002971 ; 3.7141338 ; 3.8503187
1.0133333 ; 0.0001522 ; 1.9023612 ; 1.9277261
0.99 ; 2.16e-05 ; 0.270206 ; 0.2675039
0.9666667 ; -0.0001126 ; -1.4081237 ; -1.3611863
0.9433333 ; -0.0002328 ; -2.9104325 ; -2.745508
0.92 ; -0.0003467 ; -4.3342137 ; -3.9874766
0.8966667 ; -0.0004502 ; -5.6273912 ; -5.0458942
0.8733333 ; -0.0005458 ; -6.82245 ; -5.958273
0.85 ; -0.0006321 ; -7.9006437 ; -6.7155472
0.8266667 ; -0.0007107 ; -8.8837225 ; -7.3438773
0.8033333 ; -0.000782 ; -9.7750525 ; -7.8526255
0.78 ; -0.0008417 ; -10.5210462 ; -8.2064161
0.7566667 ; -0.0008928 ; -11.1601588 ; -8.4445201
0.7333333 ; -0.0009384 ; -11.7295238 ; -8.6016507
0.71 ; -0.000975 ; -12.18749 ; -8.6531179
0.6866667 ; -0.0010025 ; -12.5309237 ; -8.6045676
0.6633333 ; -0.0010273 ; -12.8407625 ; -8.5177058
0.64 ; -0.0010502 ; -13.1274625 ; -8.401576
0.6166667 ; -0.0010673 ; -13.3416625 ; -8.2273585
0.5933333 ; -0.0010862 ; -13.577 ; -8.0556867
0.57 ; -0.0011017 ; -13.77065 ; -7.8492705
0.5466667 ; -0.0011119 ; -13.8989375 ; -7.5980858
0.5233333 ; -0.0011262 ; -14.077575 ; -7.3672642
0.5 ; -0.0011358 ; -14.19715 ; -7.098575
0.4766667 ; -0.0011451 ; -14.3132 ; -6.8226253
0.4533333 ; -0.0011533 ; -14.4157375 ; -6.5351343
0.43 ; -0.0011627 ; -14.533475 ; -6.2493942
0.4066667 ; -0.001169 ; -14.6127875 ; -5.9425336
0.3833333 ; -0.0011758 ; -14.6980875 ; -5.6342669
0.36 ; -0.0011851 ; -14.8134375 ; -5.3328375
0.3366667 ; -0.0011892 ; -14.86525 ; -5.0046342
0.3133333 ; -0.0011984 ; -14.9799625 ; -4.6937216
0.29 ; -0.0011983 ; -14.978975 ; -4.3439027
0.2666667 ; -0.0012037 ; -15.0467625 ; -4.01247
0.2433333 ; -0.001215 ; -15.1873875 ; -3.6955976
0.22 ; -0.0012187 ; -15.2332375 ; -3.3513122
0.1966667 ; -0.0012189 ; -15.236625 ; -2.9965362
0.1733333 ; -0.001225 ; -15.3122875 ; -2.6541298
0.15 ; -0.0012224 ; -15.2806125 ; -2.2920919
0.1266667 ; -0.0012302 ; -15.3777375 ; -1.9478467
0.1033333 ; -0.0012346 ; -15.4322625 ; -1.5946671
0.08 ; -0.0012361 ; -15.4515625 ; -1.236125
0.0566667 ; -0.0012378 ; -15.4729875 ; -0.8768026
0.0333333 ; -0.001247 ; -15.5869875 ; -0.5195662
0.01 ; -0.0012454 ; -15.5674625 ; -0.1556746
-0.0133333 ; -0.0012474 ; -15.5923125 ; 0.2078975
-0.0366667 ; -0.0012494 ; -15.6181 ; 0.5726637
-0.06 ; -0.0012515 ; -15.643675 ; 0.9386205
-0.0833333 ; -0.0012606 ; -15.75695 ; 1.3130792
-0.1066667 ; -0.001259 ; -15.7374 ; 1.678656
-0.13 ; -0.0012611 ; -15.7632875 ; 2.0492274
-0.1533333 ; -0.0012646 ; -15.807825 ; 2.4238665
-0.1766667 ; -0.0012678 ; -15.846975 ; 2.7996323
-0.2 ; -0.001272 ; -15.9001 ; 3.18002
