U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0009101 ; 11.3761437 ; 13.6513725
1.1766667 ; 0.000713 ; 8.9128675 ; 10.4874741
1.1533333 ; 0.0006223 ; 7.77924 ; 8.9720568
1.13 ; 0.0005416 ; 6.7698337 ; 7.6499121
1.1066667 ; 0.000466 ; 5.8246762 ; 6.445975
1.0833333 ; 0.0003957 ; 4.9463462 ; 5.3585418
1.06 ; 0.0003263 ; 4.0788075 ; 4.3235359
1.0366667 ; 0.0002578 ; 3.2226325 ; 3.3407957
1.0133333 ; 0.0001906 ; 2.3826713 ; 2.4144402
0.99 ; 0.0001203 ; 1.504325 ; 1.4892817
0.9666667 ; 5.05e-05 ; 0.6315474 ; 0.6104958
0.9433333 ; -2.18e-05 ; -0.2725086 ; -0.2570665
0.92 ; -9.51e-05 ; -1.1886083 ; -1.0935196
0.8966667 ; -0.0001703 ; -2.1284113 ; -1.9084754
0.8733333 ; -0.0002487 ; -3.1092062 ; -2.7153735
0.85 ; -0.000326 ; -4.0744763 ; -3.4633048
0.8266667 ; -0.0004065 ; -5.0811875 ; -4.2004483
0.8033333 ; -0.0004797 ; -5.9963538 ; -4.8170708
0.78 ; -0.0005568 ; -6.9598975 ; -5.42872
0.7566667 ; -0.0006336 ; -7.9202962 ; -5.9930242
0.7333333 ; -0.0007037 ; -8.7968362 ; -6.4510132
0.71 ; -0.0007784 ; -9.7303813 ; -6.9085707
0.6866667 ; -0.0008457 ; -10.571775 ; -7.2592855
0.6633333 ; -0.0009129 ; -11.4109813 ; -7.5692842
0.64 ; -0.000971 ; -12.1379775 ; -7.7683056
0.6166667 ; -0.0010272 ; -12.8403875 ; -7.918239
0.5933333 ; -0.0010809 ; -13.5118 ; -8.0170013
0.57 ; -0.001133 ; -14.1624 ; -8.072568
0.5466667 ; -0.0011764 ; -14.70455 ; -8.0384873
0.5233333 ; -0.0012211 ; -15.2637625 ; -7.9880357
0.5 ; -0.0012629 ; -15.7859 ; -7.89295
0.4766667 ; -0.0012901 ; -16.126775 ; -7.6870961
0.4533333 ; -0.0013253 ; -16.56675 ; -7.51026
0.43 ; -0.0013494 ; -16.8677125 ; -7.2531164
0.4066667 ; -0.0013842 ; -17.3026125 ; -7.0363957
0.3833333 ; -0.0014022 ; -17.527525 ; -6.7188846
0.36 ; -0.0014209 ; -17.7618625 ; -6.3942705
0.3366667 ; -0.0014383 ; -17.9782625 ; -6.0526817
0.3133333 ; -0.0014499 ; -18.1239875 ; -5.6788494
0.29 ; -0.0014662 ; -18.327825 ; -5.3150692
0.2666667 ; -0.0014774 ; -18.467975 ; -4.9247933
0.2433333 ; -0.0014924 ; -18.6545375 ; -4.5392708
0.22 ; -0.0015014 ; -18.7676125 ; -4.1288747
0.1966667 ; -0.0015083 ; -18.8534125 ; -3.7078378
0.1733333 ; -0.0015162 ; -18.95305 ; -3.2851953
0.15 ; -0.0015268 ; -19.0852625 ; -2.8627894
0.1266667 ; -0.0015307 ; -19.1334875 ; -2.4235751
0.1033333 ; -0.0015437 ; -19.2967 ; -1.9939923
0.08 ; -0.0015433 ; -19.2916 ; -1.543328
0.0566667 ; -0.0015527 ; -19.408625 ; -1.0998221
0.0333333 ; -0.0015683 ; -19.6034125 ; -0.6534471
0.01 ; -0.0015667 ; -19.5843 ; -0.195843
-0.0133333 ; -0.0015701 ; -19.6266 ; 0.261688
-0.0366667 ; -0.0015809 ; -19.7617875 ; 0.7245989
-0.06 ; -0.0015783 ; -19.729025 ; 1.1837415
-0.0833333 ; -0.001588 ; -19.8496875 ; 1.6541406
-0.1066667 ; -0.0015952 ; -19.9401875 ; 2.1269533
-0.13 ; -0.0015904 ; -19.8804 ; 2.584452
-0.1533333 ; -0.0015984 ; -19.9797 ; 3.063554
-0.1766667 ; -0.0016015 ; -20.0183125 ; 3.5365685
-0.2 ; -0.0016134 ; -20.1672 ; 4.03344
