U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0003922 ; 4.90295 ; 5.88354
1.1766667 ; 0.0002765 ; 3.45604 ; 4.0666071
1.1533333 ; 0.0002237 ; 2.7963425 ; 3.225115
1.13 ; 0.0001773 ; 2.2159925 ; 2.5040715
1.1066667 ; 0.0001339 ; 1.67385 ; 1.852394
1.0833333 ; 9.22e-05 ; 1.1520331 ; 1.2480359
1.06 ; 5.05e-05 ; 0.6315275 ; 0.6694191
1.0366667 ; 8.7e-06 ; 0.1089036 ; 0.1128967
1.0133333 ; -3.68e-05 ; -0.460475 ; -0.4666147
0.99 ; -8.73e-05 ; -1.0917839 ; -1.080866
0.9666667 ; -0.0001403 ; -1.7534588 ; -1.6950101
0.9433333 ; -0.0001979 ; -2.47384 ; -2.3336557
0.92 ; -0.0002615 ; -3.2683137 ; -3.0068486
0.8966667 ; -0.0003298 ; -4.122635 ; -3.6966294
0.8733333 ; -0.0004013 ; -5.01687 ; -4.3813998
0.85 ; -0.0004782 ; -5.9776575 ; -5.0810089
0.8266667 ; -0.0005558 ; -6.94725 ; -5.74306
0.8033333 ; -0.0006368 ; -7.9598863 ; -6.394442
0.78 ; -0.0007127 ; -8.9081388 ; -6.9483482
0.7566667 ; -0.0007939 ; -9.9236062 ; -7.5088621
0.7333333 ; -0.0008703 ; -10.8782375 ; -7.9773742
0.71 ; -0.0009414 ; -11.7674162 ; -8.3548655
0.6866667 ; -0.0010099 ; -12.624125 ; -8.6685658
0.6633333 ; -0.0010686 ; -13.35795 ; -8.8607735
0.64 ; -0.0011278 ; -14.097025 ; -9.022096
0.6166667 ; -0.0011781 ; -14.7256875 ; -9.0808406
0.5933333 ; -0.0012216 ; -15.2696875 ; -9.0600146
0.57 ; -0.0012622 ; -15.7776 ; -8.993232
0.5466667 ; -0.001295 ; -16.1876875 ; -8.8492692
0.5233333 ; -0.0013209 ; -16.5107625 ; -8.6406324
0.5 ; -0.0013447 ; -16.808575 ; -8.4042875
0.4766667 ; -0.0013649 ; -17.0616 ; -8.132696
0.4533333 ; -0.0013795 ; -17.243375 ; -7.8169967
0.43 ; -0.0013921 ; -17.4008125 ; -7.4823494
0.4066667 ; -0.0014054 ; -17.5674375 ; -7.1440912
0.3833333 ; -0.0014147 ; -17.6836625 ; -6.7787373
0.36 ; -0.0014207 ; -17.7593625 ; -6.3933705
0.3366667 ; -0.0014305 ; -17.8814 ; -6.0200713
0.3133333 ; -0.0014346 ; -17.9329625 ; -5.6189949
0.29 ; -0.0014453 ; -18.066775 ; -5.2393647
0.2666667 ; -0.0014444 ; -18.055 ; -4.8146667
0.2433333 ; -0.0014546 ; -18.18215 ; -4.4243232
0.22 ; -0.0014563 ; -18.204225 ; -4.0049295
0.1966667 ; -0.0014629 ; -18.285975 ; -3.5962417
0.1733333 ; -0.0014718 ; -18.3978625 ; -3.1889628
0.15 ; -0.0014715 ; -18.393975 ; -2.7590962
0.1266667 ; -0.0014773 ; -18.466475 ; -2.3390868
0.1033333 ; -0.0014813 ; -18.5157625 ; -1.9132955
0.08 ; -0.0014804 ; -18.505575 ; -1.480446
0.0566667 ; -0.0014869 ; -18.5862125 ; -1.0532187
0.0333333 ; -0.0014923 ; -18.653675 ; -0.6217892
0.01 ; -0.0014901 ; -18.626225 ; -0.1862622
-0.0133333 ; -0.0014947 ; -18.6836875 ; 0.2491158
-0.0366667 ; -0.0014971 ; -18.713725 ; 0.6861699
-0.06 ; -0.0015044 ; -18.8044625 ; 1.1282678
-0.0833333 ; -0.0015028 ; -18.7854875 ; 1.5654573
-0.1066667 ; -0.001504 ; -18.80005 ; 2.0053387
-0.13 ; -0.0015093 ; -18.86575 ; 2.4525475
-0.1533333 ; -0.0015147 ; -18.9337125 ; 2.9031693
-0.1766667 ; -0.0015067 ; -18.8332375 ; 3.3272053
-0.2 ; -0.0015123 ; -18.90425 ; 3.78085
