U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0004387 ; 6.2673614 ; 7.5208337
1.1766667 ; 0.0004108 ; 5.8690357 ; 6.9058987
1.1533333 ; 0.000378 ; 5.3993929 ; 6.2272998
1.13 ; 0.0003439 ; 4.9132786 ; 5.5520048
1.1066667 ; 0.0003116 ; 4.4509086 ; 4.9256722
1.0833333 ; 0.000281 ; 4.0141229 ; 4.3486331
1.06 ; 0.0002523 ; 3.6038814 ; 3.8201143
1.0366667 ; 0.0002252 ; 3.21728 ; 3.3352469
1.0133333 ; 0.0001992 ; 2.8463186 ; 2.8842695
0.99 ; 0.0001732 ; 2.4747843 ; 2.4500364
0.9666667 ; 0.0001482 ; 2.1168214 ; 2.0462607
0.9433333 ; 0.0001237 ; 1.76734 ; 1.6671907
0.92 ; 9.89e-05 ; 1.4124107 ; 1.2994179
0.8966667 ; 7.38e-05 ; 1.054753 ; 0.9457619
0.8733333 ; 4.8e-05 ; 0.6857517 ; 0.5988898
0.85 ; 2.13e-05 ; 0.3038191 ; 0.2582463
0.8266667 ; -3.1e-06 ; -0.0448586 ; -0.0370831
0.8033333 ; -3.36e-05 ; -0.4796043 ; -0.3852821
0.78 ; -6.41e-05 ; -0.9159796 ; -0.7144641
0.7566667 ; -9.47e-05 ; -1.3527259 ; -1.0235626
0.7333333 ; -0.000126 ; -1.8003643 ; -1.3202671
0.71 ; -0.0001599 ; -2.2848743 ; -1.6222607
0.6866667 ; -0.000195 ; -2.7860643 ; -1.9130975
0.6633333 ; -0.0002305 ; -3.2930443 ; -2.184386
0.64 ; -0.0002664 ; -3.8055 ; -2.43552
0.6166667 ; -0.0003042 ; -4.3451214 ; -2.6794915
0.5933333 ; -0.0003417 ; -4.88076 ; -2.8959176
0.57 ; -0.0003792 ; -5.41769 ; -3.0880833
0.5466667 ; -0.0004178 ; -5.9681029 ; -3.2625629
0.5233333 ; -0.0004563 ; -6.5181857 ; -3.4111839
0.5 ; -0.0004941 ; -7.0590571 ; -3.5295286
0.4766667 ; -0.000531 ; -7.5863929 ; -3.6161806
0.4533333 ; -0.0005674 ; -8.1055957 ; -3.6745367
0.43 ; -0.0005996 ; -8.5657586 ; -3.6832762
0.4066667 ; -0.0006369 ; -9.0983486 ; -3.6999951
0.3833333 ; -0.0006693 ; -9.5613486 ; -3.6651836
0.36 ; -0.0007024 ; -10.0336543 ; -3.6121155
0.3366667 ; -0.0007312 ; -10.4461971 ; -3.5168864
0.3133333 ; -0.0007605 ; -10.8646429 ; -3.4042548
0.29 ; -0.0007878 ; -11.2539471 ; -3.2636447
0.2666667 ; -0.0008103 ; -11.5761514 ; -3.0869737
0.2433333 ; -0.0008366 ; -11.9512486 ; -2.9081372
0.22 ; -0.0008584 ; -12.26345 ; -2.697959
0.1966667 ; -0.0008813 ; -12.5901471 ; -2.4760623
0.1733333 ; -0.0009005 ; -12.8643614 ; -2.2298226
0.15 ; -0.0009157 ; -13.0818829 ; -1.9622824
0.1266667 ; -0.0009349 ; -13.3554514 ; -1.6916905
0.1033333 ; -0.0009438 ; -13.4832329 ; -1.3932674
0.08 ; -0.0009568 ; -13.6688014 ; -1.0935041
0.0566667 ; -0.0009671 ; -13.8163857 ; -0.7829285
0.0333333 ; -0.0009772 ; -13.9600986 ; -0.4653366
0.01 ; -0.0009871 ; -14.1009814 ; -0.1410098
-0.0133333 ; -0.0009946 ; -14.2083671 ; 0.1894449
-0.0366667 ; -0.0010022 ; -14.3171643 ; 0.5249627
-0.06 ; -0.0010081 ; -14.4013857 ; 0.8640831
-0.0833333 ; -0.0010093 ; -14.4190429 ; 1.2015869
-0.1066667 ; -0.0010241 ; -14.6302571 ; 1.5605608
-0.13 ; -0.0010264 ; -14.6621857 ; 1.9060841
-0.1533333 ; -0.0010333 ; -14.7618143 ; 2.2634782
-0.1766667 ; -0.001038 ; -14.8281571 ; 2.6196411
-0.2 ; -0.0010484 ; -14.9777286 ; 2.9955457
