U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0010786 ; 13.482775 ; 16.17933
1.1766667 ; 0.0008284 ; 10.3552325 ; 12.1846569
1.1533333 ; 0.0007081 ; 8.8507325 ; 10.2078448
1.13 ; 0.0005944 ; 7.429735 ; 8.3956005
1.1066667 ; 0.0004873 ; 6.0915225 ; 6.7412849
1.0833333 ; 0.0003866 ; 4.8321425 ; 5.234821
1.06 ; 0.0002915 ; 3.6435925 ; 3.862208
1.0366667 ; 0.0002015 ; 2.51899 ; 2.611353
1.0133333 ; 0.0001146 ; 1.433025 ; 1.452132
0.99 ; 2.9e-05 ; 0.363087 ; 0.3594561
0.9666667 ; -5.35e-05 ; -0.6692008 ; -0.6468941
0.9433333 ; -0.0001336 ; -1.6698125 ; -1.5751898
0.92 ; -0.0002159 ; -2.698285 ; -2.4824222
0.8966667 ; -0.0002971 ; -3.71405 ; -3.3302648
0.8733333 ; -0.000378 ; -4.72522 ; -4.1266921
0.85 ; -0.0004592 ; -5.73989 ; -4.8789065
0.8266667 ; -0.0005408 ; -6.75962 ; -5.5879525
0.8033333 ; -0.0006186 ; -7.7321175 ; -6.2114677
0.78 ; -0.0006955 ; -8.693595 ; -6.7810041
0.7566667 ; -0.0007714 ; -9.6425225 ; -7.2961754
0.7333333 ; -0.0008464 ; -10.58012 ; -7.7587547
0.71 ; -0.0009159 ; -11.449125 ; -8.1288787
0.6866667 ; -0.0009816 ; -12.2699675 ; -8.4253777
0.6633333 ; -0.0010379 ; -12.974075 ; -8.6061364
0.64 ; -0.0010926 ; -13.6571 ; -8.740544
0.6166667 ; -0.0011425 ; -14.28065 ; -8.8064008
0.5933333 ; -0.0011802 ; -14.75305 ; -8.7534763
0.57 ; -0.0012185 ; -15.231025 ; -8.6816842
0.5466667 ; -0.0012472 ; -15.589675 ; -8.5223557
0.5233333 ; -0.0012738 ; -15.9222 ; -8.332618
0.5 ; -0.001298 ; -16.225575 ; -8.1127875
0.4766667 ; -0.0013098 ; -16.37205 ; -7.8040105
0.4533333 ; -0.0013254 ; -16.566925 ; -7.5103393
0.43 ; -0.0013393 ; -16.740675 ; -7.1984902
0.4066667 ; -0.0013486 ; -16.85755 ; -6.8554037
0.3833333 ; -0.0013598 ; -16.996975 ; -6.5155071
0.36 ; -0.0013707 ; -17.1336 ; -6.168096
0.3366667 ; -0.0013795 ; -17.243525 ; -5.8053201
0.3133333 ; -0.0013825 ; -17.280775 ; -5.4146428
0.29 ; -0.001386 ; -17.32525 ; -5.0243225
0.2666667 ; -0.0013935 ; -17.41845 ; -4.64492
0.2433333 ; -0.0014006 ; -17.508 ; -4.26028
0.22 ; -0.0014039 ; -17.549375 ; -3.8608625
0.1966667 ; -0.0014052 ; -17.564725 ; -3.4543959
0.1733333 ; -0.001413 ; -17.662325 ; -3.0614697
0.15 ; -0.0014161 ; -17.701575 ; -2.6552362
0.1266667 ; -0.0014155 ; -17.694075 ; -2.2412495
0.1033333 ; -0.0014223 ; -17.779 ; -1.8371633
0.08 ; -0.0014294 ; -17.866925 ; -1.429354
0.0566667 ; -0.0014277 ; -17.84615 ; -1.0112818
0.0333333 ; -0.0014284 ; -17.854475 ; -0.5951492
0.01 ; -0.0014351 ; -17.9383 ; -0.179383
-0.0133333 ; -0.0014379 ; -17.97325 ; 0.2396433
-0.0366667 ; -0.0014356 ; -17.945175 ; 0.6579898
-0.06 ; -0.0014405 ; -18.00675 ; 1.080405
-0.0833333 ; -0.0014398 ; -17.99775 ; 1.4998125
-0.1066667 ; -0.0014389 ; -17.9863 ; 1.9185387
-0.13 ; -0.0014517 ; -18.1467 ; 2.359071
-0.1533333 ; -0.0014488 ; -18.11045 ; 2.7769357
-0.1766667 ; -0.0014559 ; -18.19915 ; 3.2151832
-0.2 ; -0.0014561 ; -18.2015 ; 3.6403
