U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0010931 ; 13.6633125 ; 16.395975
1.1766667 ; 0.000813 ; 10.16245 ; 11.9578162
1.1533333 ; 0.0006073 ; 7.5917263 ; 8.7557909
1.13 ; 0.0004194 ; 5.2431025 ; 5.9247058
1.1066667 ; 0.0002405 ; 3.0056662 ; 3.3262706
1.0833333 ; 7.78e-05 ; 0.972824 ; 1.0538927
1.06 ; -7.63e-05 ; -0.953649 ; -1.0108679
1.0366667 ; -0.0002084 ; -2.60486 ; -2.7003715
1.0133333 ; -0.0003307 ; -4.1334063 ; -4.1885183
0.99 ; -0.0004338 ; -5.4227137 ; -5.3684866
0.9666667 ; -0.0005156 ; -6.4445038 ; -6.229687
0.9433333 ; -0.0005875 ; -7.3438725 ; -6.9277197
0.92 ; -0.0006439 ; -8.0486562 ; -7.4047637
0.8966667 ; -0.0006943 ; -8.6784487 ; -7.7816757
0.8733333 ; -0.0007348 ; -9.1848562 ; -8.0214411
0.85 ; -0.0007699 ; -9.6233663 ; -8.1798613
0.8266667 ; -0.0007999 ; -9.9984212 ; -8.2653616
0.8033333 ; -0.0008289 ; -10.3607375 ; -8.3231258
0.78 ; -0.0008548 ; -10.6847937 ; -8.3341391
0.7566667 ; -0.0008798 ; -10.9979225 ; -8.3217614
0.7333333 ; -0.0008957 ; -11.1958575 ; -8.2102955
0.71 ; -0.0009164 ; -11.45483 ; -8.1329293
0.6866667 ; -0.0009304 ; -11.6305588 ; -7.986317
0.6633333 ; -0.0009477 ; -11.84656 ; -7.8582181
0.64 ; -0.0009633 ; -12.0406813 ; -7.706036
0.6166667 ; -0.0009734 ; -12.1671775 ; -7.5030928
0.5933333 ; -0.0009862 ; -12.3274688 ; -7.3142981
0.57 ; -0.0009992 ; -12.4894538 ; -7.1189886
0.5466667 ; -0.0010105 ; -12.6306875 ; -6.9047758
0.5233333 ; -0.0010204 ; -12.7551875 ; -6.6752148
0.5 ; -0.0010357 ; -12.9457375 ; -6.4728687
0.4766667 ; -0.0010424 ; -13.0298875 ; -6.210913
0.4533333 ; -0.0010554 ; -13.1924875 ; -5.9805943
0.43 ; -0.0010608 ; -13.2599625 ; -5.7017839
0.4066667 ; -0.0010717 ; -13.39585 ; -5.4476457
0.3833333 ; -0.0010811 ; -13.51365 ; -5.1802325
0.36 ; -0.0010888 ; -13.60995 ; -4.899582
0.3366667 ; -0.0010908 ; -13.6354625 ; -4.5906057
0.3133333 ; -0.0011016 ; -13.7703375 ; -4.3147057
0.29 ; -0.001107 ; -13.8379125 ; -4.0129946
0.2666667 ; -0.0011154 ; -13.942975 ; -3.7181267
0.2433333 ; -0.0011215 ; -14.018875 ; -3.4112596
0.22 ; -0.0011303 ; -14.1290125 ; -3.1083827
0.1966667 ; -0.0011271 ; -14.0884625 ; -2.770731
0.1733333 ; -0.0011387 ; -14.23385 ; -2.4672007
0.15 ; -0.0011427 ; -14.2836625 ; -2.1425494
0.1266667 ; -0.0011501 ; -14.376125 ; -1.8209758
0.1033333 ; -0.0011509 ; -14.3866 ; -1.4866153
0.08 ; -0.0011557 ; -14.4466875 ; -1.155735
0.0566667 ; -0.0011652 ; -14.5653125 ; -0.8253677
0.0333333 ; -0.0011644 ; -14.5553 ; -0.4851767
0.01 ; -0.0011703 ; -14.6290125 ; -0.1462901
-0.0133333 ; -0.0011759 ; -14.6985625 ; 0.1959808
-0.0366667 ; -0.0011779 ; -14.724125 ; 0.5398846
-0.06 ; -0.0011812 ; -14.764625 ; 0.8858775
-0.0833333 ; -0.0011872 ; -14.8401875 ; 1.2366823
-0.1066667 ; -0.0011868 ; -14.8352 ; 1.5824213
-0.13 ; -0.001191 ; -14.8881 ; 1.935453
-0.1533333 ; -0.0011904 ; -14.8800125 ; 2.2816019
-0.1766667 ; -0.0011963 ; -14.953275 ; 2.6417453
-0.2 ; -0.0012029 ; -15.036475 ; 3.007295
