U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0008711 ; 12.4447671 ; 14.9337206
1.1766667 ; 0.0007688 ; 10.9828386 ; 12.9231401
1.1533333 ; 0.0007205 ; 10.2934471 ; 11.8717757
1.13 ; 0.0006706 ; 9.58064 ; 10.8261232
1.1066667 ; 0.0006201 ; 8.8590457 ; 9.8040106
1.0833333 ; 0.0005704 ; 8.1479386 ; 8.8269335
1.06 ; 0.0005223 ; 7.4608443 ; 7.9084949
1.0366667 ; 0.0004752 ; 6.78923 ; 7.0381684
1.0133333 ; 0.0004293 ; 6.13281 ; 6.2145808
0.99 ; 0.0003814 ; 5.44833 ; 5.3938467
0.9666667 ; 0.0003356 ; 4.7941043 ; 4.6343008
0.9433333 ; 0.0002894 ; 4.1343457 ; 3.9000661
0.92 ; 0.0002423 ; 3.4611329 ; 3.1842422
0.8966667 ; 0.0001943 ; 2.7750386 ; 2.4882846
0.8733333 ; 0.0001453 ; 2.0760957 ; 1.8131236
0.85 ; 9.59e-05 ; 1.369526 ; 1.1640971
0.8266667 ; 4.27e-05 ; 0.609364 ; 0.5037409
0.8033333 ; 2.6e-06 ; 0.0373534 ; 0.0300072
0.78 ; -6.14e-05 ; -0.8772023 ; -0.6842178
0.7566667 ; -0.0001219 ; -1.7408129 ; -1.3172151
0.7333333 ; -0.000184 ; -2.62927 ; -1.9281313
0.71 ; -0.0002452 ; -3.5029943 ; -2.4871259
0.6866667 ; -0.0003088 ; -4.4118914 ; -3.0294988
0.6633333 ; -0.0003719 ; -5.3130143 ; -3.5242995
0.64 ; -0.0004374 ; -6.24906 ; -3.9993984
0.6166667 ; -0.0005001 ; -7.1438986 ; -4.4054041
0.5933333 ; -0.0005637 ; -8.0531671 ; -4.7782125
0.57 ; -0.000625 ; -8.9283329 ; -5.0891497
0.5466667 ; -0.0006828 ; -9.7544157 ; -5.3324139
0.5233333 ; -0.0007385 ; -10.5504157 ; -5.5213842
0.5 ; -0.0007914 ; -11.3059886 ; -5.6529943
0.4766667 ; -0.0008395 ; -11.9926986 ; -5.7165197
0.4533333 ; -0.0008858 ; -12.6548057 ; -5.7368453
0.43 ; -0.000924 ; -13.2003314 ; -5.6761425
0.4066667 ; -0.0009621 ; -13.7440586 ; -5.5892505
0.3833333 ; -0.0009875 ; -14.1076514 ; -5.407933
0.36 ; -0.0010191 ; -14.5586143 ; -5.2411011
0.3366667 ; -0.001046 ; -14.9429286 ; -5.030786
0.3133333 ; -0.0010662 ; -15.2309429 ; -4.7723621
0.29 ; -0.0010881 ; -15.5443571 ; -4.5078636
0.2666667 ; -0.0011001 ; -15.7162286 ; -4.1909943
0.2433333 ; -0.0011137 ; -15.9098 ; -3.8713847
0.22 ; -0.0011278 ; -16.1116571 ; -3.5445646
0.1966667 ; -0.0011368 ; -16.2406571 ; -3.1939959
0.1733333 ; -0.0011466 ; -16.3806 ; -2.839304
0.15 ; -0.0011527 ; -16.4673429 ; -2.4701014
0.1266667 ; -0.0011618 ; -16.5972429 ; -2.1023174
0.1033333 ; -0.0011673 ; -16.6755143 ; -1.7231365
0.08 ; -0.001172 ; -16.7431286 ; -1.3394503
0.0566667 ; -0.001178 ; -16.8278857 ; -0.9535802
0.0333333 ; -0.0011836 ; -16.9089857 ; -0.5636329
0.01 ; -0.0011932 ; -17.0451857 ; -0.1704519
-0.0133333 ; -0.0011927 ; -17.0380143 ; 0.2271735
-0.0366667 ; -0.0011979 ; -17.1134286 ; 0.6274924
-0.06 ; -0.0012017 ; -17.1672571 ; 1.0300354
-0.0833333 ; -0.0012049 ; -17.2131429 ; 1.4344286
-0.1066667 ; -0.0012126 ; -17.3221571 ; 1.8476968
-0.13 ; -0.0012122 ; -17.3173714 ; 2.2512583
-0.1533333 ; -0.0012173 ; -17.3898714 ; 2.666447
-0.1766667 ; -0.0012204 ; -17.4337 ; 3.0799537
-0.2 ; -0.0012206 ; -17.4373714 ; 3.4874743
