U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0014486 ; 18.1073875 ; 21.728865
1.1766667 ; 0.0011422 ; 14.277525 ; 16.7998877
1.1533333 ; 0.0010069 ; 12.586175 ; 14.5160552
1.13 ; 0.0008894 ; 11.1173787 ; 12.562638
1.1066667 ; 0.0007818 ; 9.7725587 ; 10.814965
1.0833333 ; 0.000681 ; 8.5129063 ; 9.2223151
1.06 ; 0.000583 ; 7.286935 ; 7.7241511
1.0366667 ; 0.0004885 ; 6.1060525 ; 6.3299411
1.0133333 ; 0.0003955 ; 4.9433712 ; 5.0092829
0.99 ; 0.0003009 ; 3.7612788 ; 3.723666
0.9666667 ; 0.000209 ; 2.6129075 ; 2.5258106
0.9433333 ; 0.0001171 ; 1.4632987 ; 1.3803785
0.92 ; 2.58e-05 ; 0.3220082 ; 0.2962476
0.8966667 ; -7.01e-05 ; -0.8766973 ; -0.7861052
0.8733333 ; -0.0001623 ; -2.0285 ; -1.7715567
0.85 ; -0.0002553 ; -3.1908188 ; -2.7121959
0.8266667 ; -0.000348 ; -4.3497913 ; -3.5958274
0.8033333 ; -0.0004397 ; -5.4967638 ; -4.4157335
0.78 ; -0.0005301 ; -6.6261762 ; -5.1684175
0.7566667 ; -0.0006163 ; -7.7042037 ; -5.8295142
0.7333333 ; -0.0006989 ; -8.7362087 ; -6.4065531
0.71 ; -0.0007789 ; -9.7358588 ; -6.9124597
0.6866667 ; -0.0008583 ; -10.7285288 ; -7.3669231
0.6633333 ; -0.0009242 ; -11.55225 ; -7.6629925
0.64 ; -0.0009896 ; -12.3694113 ; -7.9164232
0.6166667 ; -0.0010519 ; -13.148475 ; -8.1082262
0.5933333 ; -0.0011118 ; -13.89715 ; -8.2456423
0.57 ; -0.0011655 ; -14.5691625 ; -8.3044226
0.5466667 ; -0.0012122 ; -15.15225 ; -8.28323
0.5233333 ; -0.0012677 ; -15.8459125 ; -8.2926942
0.5 ; -0.0013015 ; -16.2682375 ; -8.1341187
0.4766667 ; -0.0013391 ; -16.7393625 ; -7.9790961
0.4533333 ; -0.0013639 ; -17.0487625 ; -7.7287723
0.43 ; -0.0013941 ; -17.42655 ; -7.4934165
0.4066667 ; -0.0014193 ; -17.741325 ; -7.2148055
0.3833333 ; -0.001438 ; -17.9749375 ; -6.8903927
0.36 ; -0.0014605 ; -18.2563875 ; -6.5722995
0.3366667 ; -0.0014857 ; -18.5717 ; -6.2524723
0.3133333 ; -0.0015003 ; -18.7535125 ; -5.8761006
0.29 ; -0.0015067 ; -18.8336375 ; -5.4617549
0.2666667 ; -0.0015284 ; -19.10525 ; -5.0947333
0.2433333 ; -0.0015378 ; -19.2228125 ; -4.677551
0.22 ; -0.001551 ; -19.386975 ; -4.2651345
0.1966667 ; -0.001556 ; -19.4494 ; -3.8250487
0.1733333 ; -0.0015661 ; -19.5766125 ; -3.3932795
0.15 ; -0.0015743 ; -19.679225 ; -2.9518837
0.1266667 ; -0.0015885 ; -19.8563625 ; -2.5151392
0.1033333 ; -0.001589 ; -19.862825 ; -2.0524919
0.08 ; -0.0016014 ; -20.017325 ; -1.601386
0.0566667 ; -0.0016096 ; -20.1202 ; -1.1401447
0.0333333 ; -0.001612 ; -20.149425 ; -0.6716475
0.01 ; -0.0016259 ; -20.323775 ; -0.2032377
-0.0133333 ; -0.0016255 ; -20.3191625 ; 0.2709222
-0.0366667 ; -0.001619 ; -20.2380875 ; 0.7420632
-0.06 ; -0.0016302 ; -20.3769375 ; 1.2226163
-0.0833333 ; -0.0016377 ; -20.4714625 ; 1.7059552
-0.1066667 ; -0.0016448 ; -20.5605875 ; 2.1931293
-0.13 ; -0.0016481 ; -20.60065 ; 2.6780845
-0.1533333 ; -0.0016534 ; -20.6681125 ; 3.1691106
-0.1766667 ; -0.001668 ; -20.8501375 ; 3.6835243
-0.2 ; -0.0016695 ; -20.868825 ; 4.173765
