U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0018989 ; 23.7364625 ; 28.483755
1.1766667 ; 0.0013141 ; 16.4267 ; 19.3287503
1.1533333 ; 0.0009931 ; 12.4132687 ; 14.3166366
1.13 ; 0.0006912 ; 8.6406188 ; 9.7638992
1.1066667 ; 0.0004203 ; 5.2543525 ; 5.8148168
1.0833333 ; 0.0001875 ; 2.344125 ; 2.5394687
1.06 ; -9.1e-06 ; -0.113581 ; -0.1203959
1.0366667 ; -0.0001751 ; -2.1893562 ; -2.2696326
1.0133333 ; -0.0003141 ; -3.9260313 ; -3.9783783
0.99 ; -0.0004333 ; -5.4160787 ; -5.361918
0.9666667 ; -0.0005234 ; -6.5427575 ; -6.3246656
0.9433333 ; -0.0005985 ; -7.4812025 ; -7.0572677
0.92 ; -0.0006631 ; -8.2885438 ; -7.6254602
0.8966667 ; -0.0007145 ; -8.9316062 ; -8.0086736
0.8733333 ; -0.0007545 ; -9.4312438 ; -8.2366195
0.85 ; -0.0007901 ; -9.8757887 ; -8.3944204
0.8266667 ; -0.0008196 ; -10.2455162 ; -8.4696268
0.8033333 ; -0.0008496 ; -10.6201775 ; -8.5315426
0.78 ; -0.0008684 ; -10.8553825 ; -8.4671983
0.7566667 ; -0.000887 ; -11.0878075 ; -8.3897743
0.7333333 ; -0.0009094 ; -11.3679037 ; -8.3364627
0.71 ; -0.0009247 ; -11.5586313 ; -8.2066282
0.6866667 ; -0.0009419 ; -11.773415 ; -8.0844116
0.6633333 ; -0.0009568 ; -11.960335 ; -7.9336889
0.64 ; -0.0009697 ; -12.1214737 ; -7.7577432
0.6166667 ; -0.0009847 ; -12.30864 ; -7.590328
0.5933333 ; -0.0009971 ; -12.4641162 ; -7.3953756
0.57 ; -0.0010061 ; -12.576475 ; -7.1685907
0.5466667 ; -0.0010183 ; -12.7286375 ; -6.9583218
0.5233333 ; -0.0010292 ; -12.865425 ; -6.7329057
0.5 ; -0.0010397 ; -12.9960875 ; -6.4980437
0.4766667 ; -0.0010496 ; -13.11995 ; -6.2538428
0.4533333 ; -0.0010588 ; -13.2351375 ; -5.999929
0.43 ; -0.0010699 ; -13.3738875 ; -5.7507716
0.4066667 ; -0.001078 ; -13.4746 ; -5.4796707
0.3833333 ; -0.0010843 ; -13.5531375 ; -5.1953694
0.36 ; -0.0010955 ; -13.6942125 ; -4.9299165
0.3366667 ; -0.0010988 ; -13.7354125 ; -4.6242555
0.3133333 ; -0.0011107 ; -13.8833375 ; -4.3501124
0.29 ; -0.0011168 ; -13.9602625 ; -4.0484761
0.2666667 ; -0.0011267 ; -14.08375 ; -3.7556667
0.2433333 ; -0.0011294 ; -14.1180625 ; -3.4353952
0.22 ; -0.0011412 ; -14.265575 ; -3.1384265
0.1966667 ; -0.0011451 ; -14.3135375 ; -2.8149957
0.1733333 ; -0.0011523 ; -14.403375 ; -2.496585
0.15 ; -0.0011561 ; -14.4506625 ; -2.1675994
0.1266667 ; -0.0011581 ; -14.4761 ; -1.8336393
0.1033333 ; -0.0011702 ; -14.627475 ; -1.5115057
0.08 ; -0.0011691 ; -14.6136125 ; -1.169089
0.0566667 ; -0.0011765 ; -14.7065625 ; -0.8333719
0.0333333 ; -0.0011824 ; -14.779725 ; -0.4926575
0.01 ; -0.0011921 ; -14.9006375 ; -0.1490064
-0.0133333 ; -0.0011892 ; -14.8647875 ; 0.1981972
-0.0366667 ; -0.0011928 ; -14.9105625 ; 0.5467206
-0.06 ; -0.0012027 ; -15.0338375 ; 0.9020303
-0.0833333 ; -0.0012012 ; -15.014975 ; 1.2512479
-0.1066667 ; -0.001207 ; -15.087125 ; 1.6092933
-0.13 ; -0.0012073 ; -15.0913 ; 1.961869
-0.1533333 ; -0.001213 ; -15.16275 ; 2.324955
-0.1766667 ; -0.0012165 ; -15.20595 ; 2.6863845
-0.2 ; -0.0012187 ; -15.234 ; 3.0468
