U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0008826 ; 12.6085943 ; 15.1303131
1.1766667 ; 0.0007072 ; 10.1021686 ; 11.886885
1.1533333 ; 0.0006522 ; 9.3176186 ; 10.7463201
1.13 ; 0.0006068 ; 8.6690371 ; 9.796012
1.1066667 ; 0.0005618 ; 8.0252414 ; 8.8812672
1.0833333 ; 0.0005181 ; 7.40203 ; 8.0188658
1.06 ; 0.0004752 ; 6.7886 ; 7.195916
1.0366667 ; 0.000433 ; 6.1857186 ; 6.4125283
1.0133333 ; 0.0003908 ; 5.5835643 ; 5.6580118
0.99 ; 0.0003474 ; 4.96301 ; 4.9133799
0.9666667 ; 0.0003051 ; 4.3590229 ; 4.2137221
0.9433333 ; 0.0002616 ; 3.7370457 ; 3.5252798
0.92 ; 0.0002167 ; 3.0958586 ; 2.8481899
0.8966667 ; 0.0001705 ; 2.4361429 ; 2.1844081
0.8733333 ; 0.000122 ; 1.74295 ; 1.5221763
0.85 ; 7.29e-05 ; 1.0417193 ; 0.8854614
0.8266667 ; 1.91e-05 ; 0.2724907 ; 0.225259
0.8033333 ; -3.65e-05 ; -0.5213973 ; -0.4188558
0.78 ; -9.25e-05 ; -1.3207254 ; -1.0301658
0.7566667 ; -0.0001535 ; -2.1931657 ; -1.6594954
0.7333333 ; -0.0002166 ; -3.0938943 ; -2.2688558
0.71 ; -0.0002797 ; -3.9961886 ; -2.8372939
0.6866667 ; -0.0003441 ; -4.9163814 ; -3.3759152
0.6633333 ; -0.0004085 ; -5.8358671 ; -3.8711252
0.64 ; -0.0004732 ; -6.7598371 ; -4.3262958
0.6166667 ; -0.0005375 ; -7.6792214 ; -4.7355199
0.5933333 ; -0.0006001 ; -8.5724386 ; -5.0863136
0.57 ; -0.0006584 ; -9.40513 ; -5.3609241
0.5466667 ; -0.0007154 ; -10.2202529 ; -5.5870716
0.5233333 ; -0.000768 ; -10.9715243 ; -5.7417644
0.5 ; -0.0008191 ; -11.7011371 ; -5.8505686
0.4766667 ; -0.000866 ; -12.3718129 ; -5.8972308
0.4533333 ; -0.0009054 ; -12.9339671 ; -5.8633984
0.43 ; -0.0009463 ; -13.5181157 ; -5.8127898
0.4066667 ; -0.0009835 ; -14.04939 ; -5.7134186
0.3833333 ; -0.0010103 ; -14.4331714 ; -5.5327157
0.36 ; -0.0010377 ; -14.8249429 ; -5.3369794
0.3366667 ; -0.0010626 ; -15.1797857 ; -5.1105279
0.3133333 ; -0.0010818 ; -15.4541857 ; -4.8423115
0.29 ; -0.0011023 ; -15.7467286 ; -4.5665513
0.2666667 ; -0.0011182 ; -15.9748286 ; -4.2599543
0.2433333 ; -0.0011317 ; -16.1673857 ; -3.9340639
0.22 ; -0.0011448 ; -16.3537571 ; -3.5978266
0.1966667 ; -0.0011562 ; -16.5177571 ; -3.2484922
0.1733333 ; -0.0011641 ; -16.6297571 ; -2.8824912
0.15 ; -0.0011708 ; -16.7250286 ; -2.5087543
0.1266667 ; -0.0011793 ; -16.8467286 ; -2.133919
0.1033333 ; -0.0011877 ; -16.9669 ; -1.7532463
0.08 ; -0.0011922 ; -17.0315714 ; -1.3625257
0.0566667 ; -0.0011966 ; -17.0940143 ; -0.9686608
0.0333333 ; -0.0012057 ; -17.2242857 ; -0.5741429
0.01 ; -0.0012073 ; -17.2474286 ; -0.1724743
-0.0133333 ; -0.0012143 ; -17.3466 ; 0.231288
-0.0366667 ; -0.0012153 ; -17.361 ; 0.63657
-0.06 ; -0.001219 ; -17.4138143 ; 1.0448289
-0.0833333 ; -0.0012252 ; -17.5023286 ; 1.4585274
-0.1066667 ; -0.0012319 ; -17.5985857 ; 1.8771825
-0.13 ; -0.0012321 ; -17.6014571 ; 2.2881894
-0.1533333 ; -0.0012369 ; -17.6705571 ; 2.7094854
-0.1766667 ; -0.001241 ; -17.7289571 ; 3.1321158
-0.2 ; -0.0012416 ; -17.7364714 ; 3.5472943
