U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0005726 ; 8.1792886 ; 9.8151463
1.1766667 ; 0.0004954 ; 7.0766529 ; 8.3268615
1.1533333 ; 0.0004531 ; 6.4733714 ; 7.465955
1.13 ; 0.0004145 ; 5.9207814 ; 6.690483
1.1066667 ; 0.0003784 ; 5.40593 ; 5.9825625
1.0833333 ; 0.0003454 ; 4.93423 ; 5.3454158
1.06 ; 0.0003136 ; 4.4793586 ; 4.7481201
1.0366667 ; 0.0002836 ; 4.0515386 ; 4.200095
1.0133333 ; 0.0002546 ; 3.6370243 ; 3.6855179
0.99 ; 0.0002257 ; 3.2245329 ; 3.1922875
0.9666667 ; 0.0001982 ; 2.8310771 ; 2.7367079
0.9433333 ; 0.0001706 ; 2.4370557 ; 2.2989559
0.92 ; 0.000143 ; 2.0429486 ; 1.8795127
0.8966667 ; 0.0001158 ; 1.6539143 ; 1.4830098
0.8733333 ; 8.76e-05 ; 1.2515096 ; 1.092985
0.85 ; 5.8e-05 ; 0.8289701 ; 0.7046246
0.8266667 ; 2.86e-05 ; 0.4081976 ; 0.3374433
0.8033333 ; 2.6e-06 ; 0.0365302 ; 0.029346
0.78 ; -3.3e-05 ; -0.470732 ; -0.367171
0.7566667 ; -6.6e-05 ; -0.9421499 ; -0.7128934
0.7333333 ; -9.88e-05 ; -1.4115746 ; -1.0351547
0.71 ; -0.0001339 ; -1.9124857 ; -1.3578649
0.6866667 ; -0.0001701 ; -2.4298457 ; -1.6684941
0.6633333 ; -0.000207 ; -2.95785 ; -1.9620405
0.64 ; -0.0002433 ; -3.4760757 ; -2.2246885
0.6166667 ; -0.0002799 ; -3.9983986 ; -2.4656791
0.5933333 ; -0.0003174 ; -4.5335957 ; -2.6899335
0.57 ; -0.000355 ; -5.0709071 ; -2.8904171
0.5466667 ; -0.0003943 ; -5.63215 ; -3.0789087
0.5233333 ; -0.0004314 ; -6.1622314 ; -3.2249011
0.5 ; -0.0004677 ; -6.6818157 ; -3.3409079
0.4766667 ; -0.0005041 ; -7.2015871 ; -3.4327565
0.4533333 ; -0.0005394 ; -7.7052129 ; -3.4930298
0.43 ; -0.0005749 ; -8.21254 ; -3.5313922
0.4066667 ; -0.0006081 ; -8.68713 ; -3.5327662
0.3833333 ; -0.0006407 ; -9.1535086 ; -3.508845
0.36 ; -0.0006726 ; -9.6080886 ; -3.4589119
0.3366667 ; -0.0007067 ; -10.0955614 ; -3.398839
0.3133333 ; -0.0007348 ; -10.4964586 ; -3.2888904
0.29 ; -0.0007626 ; -10.8949071 ; -3.1595231
0.2666667 ; -0.0007869 ; -11.2407443 ; -2.9975318
0.2433333 ; -0.0008133 ; -11.6179557 ; -2.8270359
0.22 ; -0.0008401 ; -12.0017814 ; -2.6403919
0.1966667 ; -0.0008604 ; -12.29143 ; -2.4173146
0.1733333 ; -0.0008841 ; -12.6302071 ; -2.1892359
0.15 ; -0.0009079 ; -12.97056 ; -1.945584
0.1266667 ; -0.0009277 ; -13.2533086 ; -1.6787524
0.1033333 ; -0.0009448 ; -13.4964614 ; -1.3946343
0.08 ; -0.000961 ; -13.7286229 ; -1.0982898
0.0566667 ; -0.0009776 ; -13.96516 ; -0.7913591
0.0333333 ; -0.0009909 ; -14.1554943 ; -0.4718498
0.01 ; -0.0010019 ; -14.31337 ; -0.1431337
-0.0133333 ; -0.0010133 ; -14.4754714 ; 0.1930063
-0.0366667 ; -0.001025 ; -14.6422571 ; 0.5368828
-0.06 ; -0.0010373 ; -14.8184143 ; 0.8891049
-0.0833333 ; -0.0010407 ; -14.8674714 ; 1.238956
-0.1066667 ; -0.001053 ; -15.0433143 ; 1.6046202
-0.13 ; -0.0010574 ; -15.1062714 ; 1.9638153
-0.1533333 ; -0.0010698 ; -15.2821714 ; 2.3432663
-0.1766667 ; -0.001074 ; -15.3430286 ; 2.7106017
-0.2 ; -0.0010789 ; -15.4128571 ; 3.0825714
