U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0007213 ; 9.0165612 ; 10.8198735
1.1766667 ; 0.0005438 ; 6.79797 ; 7.9989447
1.1533333 ; 0.0004582 ; 5.7272688 ; 6.60545
1.13 ; 0.0003803 ; 4.7538575 ; 5.371859
1.1066667 ; 0.0003087 ; 3.85822 ; 4.2697635
1.0833333 ; 0.0002419 ; 3.0242712 ; 3.2762939
1.06 ; 0.0001792 ; 2.240075 ; 2.3744795
1.0366667 ; 0.0001192 ; 1.490375 ; 1.5450221
1.0133333 ; 6.08e-05 ; 0.7594586 ; 0.7695847
0.99 ; 1.6e-06 ; 0.0201596 ; 0.019958
0.9666667 ; -5.96e-05 ; -0.7451888 ; -0.7203491
0.9433333 ; -0.0001227 ; -1.5332525 ; -1.4463682
0.92 ; -0.0001886 ; -2.3575175 ; -2.1689161
0.8966667 ; -0.0002547 ; -3.1835963 ; -2.8546246
0.8733333 ; -0.0003245 ; -4.0564675 ; -3.5426483
0.85 ; -0.0003953 ; -4.9415137 ; -4.2002867
0.8266667 ; -0.0004669 ; -5.8356312 ; -4.8241218
0.8033333 ; -0.0005403 ; -6.7541788 ; -5.4258569
0.78 ; -0.0006102 ; -7.62805 ; -5.949879
0.7566667 ; -0.0006804 ; -8.5049637 ; -6.4354226
0.7333333 ; -0.0007437 ; -9.29687 ; -6.8177047
0.71 ; -0.000811 ; -10.1369787 ; -7.1972549
0.6866667 ; -0.0008688 ; -10.8602375 ; -7.4573631
0.6633333 ; -0.0009245 ; -11.5563712 ; -7.6657263
0.64 ; -0.0009737 ; -12.1707712 ; -7.7892936
0.6166667 ; -0.0010132 ; -12.664875 ; -7.8100062
0.5933333 ; -0.001054 ; -13.17505 ; -7.8171963
0.57 ; -0.001087 ; -13.5872875 ; -7.7447539
0.5466667 ; -0.0011121 ; -13.9009625 ; -7.5991928
0.5233333 ; -0.0011392 ; -14.2404625 ; -7.4525087
0.5 ; -0.0011614 ; -14.517025 ; -7.2585125
0.4766667 ; -0.0011784 ; -14.7304625 ; -7.0215205
0.4533333 ; -0.0011916 ; -14.8950875 ; -6.7524397
0.43 ; -0.0012059 ; -15.0733125 ; -6.4815244
0.4066667 ; -0.0012208 ; -15.260375 ; -6.2058858
0.3833333 ; -0.0012295 ; -15.368675 ; -5.8913254
0.36 ; -0.0012387 ; -15.483675 ; -5.574123
0.3366667 ; -0.0012454 ; -15.5669625 ; -5.2408774
0.3133333 ; -0.0012533 ; -15.666575 ; -4.9088602
0.29 ; -0.0012563 ; -15.7043375 ; -4.5542579
0.2666667 ; -0.001264 ; -15.7999375 ; -4.2133167
0.2433333 ; -0.0012681 ; -15.8507125 ; -3.8570067
0.22 ; -0.0012751 ; -15.9391875 ; -3.5066212
0.1966667 ; -0.0012824 ; -16.029575 ; -3.1524831
0.1733333 ; -0.0012832 ; -16.0398875 ; -2.7802472
0.15 ; -0.0012851 ; -16.0642875 ; -2.4096431
0.1266667 ; -0.0012936 ; -16.1696875 ; -2.0481604
0.1033333 ; -0.0012931 ; -16.1638125 ; -1.6702606
0.08 ; -0.0013046 ; -16.307975 ; -1.304638
0.0566667 ; -0.0012978 ; -16.2223375 ; -0.9192658
0.0333333 ; -0.0013055 ; -16.3181625 ; -0.5439387
0.01 ; -0.0013118 ; -16.3975375 ; -0.1639754
-0.0133333 ; -0.0013129 ; -16.4117375 ; 0.2188232
-0.0366667 ; -0.0013169 ; -16.4609 ; 0.6035663
-0.06 ; -0.0013229 ; -16.536225 ; 0.9921735
-0.0833333 ; -0.0013196 ; -16.49475 ; 1.3745625
-0.1066667 ; -0.0013227 ; -16.5332375 ; 1.7635453
-0.13 ; -0.001329 ; -16.6119625 ; 2.1595551
-0.1533333 ; -0.0013287 ; -16.6086 ; 2.546652
-0.1766667 ; -0.0013347 ; -16.683225 ; 2.9473698
-0.2 ; -0.0013292 ; -16.61555 ; 3.32311
