U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0019641 ; 24.550775 ; 29.46093
1.1766667 ; 0.0014425 ; 18.0316 ; 21.2171827
1.1533333 ; 0.001233 ; 15.4126 ; 17.7758653
1.13 ; 0.0010548 ; 13.1848125 ; 14.8988381
1.1066667 ; 0.0008943 ; 11.17813 ; 12.3704639
1.0833333 ; 0.0007461 ; 9.3264413 ; 10.1036447
1.06 ; 0.0006087 ; 7.6093025 ; 8.0658606
1.0366667 ; 0.0004806 ; 6.0069775 ; 6.2272333
1.0133333 ; 0.0003592 ; 4.4904963 ; 4.5503695
0.99 ; 0.0002399 ; 2.9984975 ; 2.9685125
0.9666667 ; 0.0001288 ; 1.6098438 ; 1.5561823
0.9433333 ; 2.15e-05 ; 0.2686792 ; 0.2534541
0.92 ; -8.68e-05 ; -1.0853426 ; -0.9985152
0.8966667 ; -0.00019 ; -2.3750175 ; -2.129599
0.8733333 ; -0.0002955 ; -3.6934362 ; -3.225601
0.85 ; -0.0003978 ; -4.9727525 ; -4.2268396
0.8266667 ; -0.0004969 ; -6.2109525 ; -5.1343874
0.8033333 ; -0.0005941 ; -7.4260675 ; -5.9656076
0.78 ; -0.0006881 ; -8.6017012 ; -6.709327
0.7566667 ; -0.0007787 ; -9.734225 ; -7.3655636
0.7333333 ; -0.0008679 ; -10.8485738 ; -7.9556207
0.71 ; -0.0009513 ; -11.8907312 ; -8.4424192
0.6866667 ; -0.0010251 ; -12.8138375 ; -8.7988351
0.6633333 ; -0.0010965 ; -13.70615 ; -9.0917462
0.64 ; -0.0011613 ; -14.51615 ; -9.290336
0.6166667 ; -0.0012249 ; -15.3109125 ; -9.4417294
0.5933333 ; -0.001275 ; -15.9371875 ; -9.4560646
0.57 ; -0.0013237 ; -16.5460125 ; -9.4312271
0.5466667 ; -0.0013658 ; -17.072025 ; -9.332707
0.5233333 ; -0.0014038 ; -17.546975 ; -9.1829169
0.5 ; -0.0014334 ; -17.917575 ; -8.9587875
0.4766667 ; -0.0014636 ; -18.295625 ; -8.7209146
0.4533333 ; -0.0014885 ; -18.605725 ; -8.4345953
0.43 ; -0.0015049 ; -18.811675 ; -8.0890202
0.4066667 ; -0.0015317 ; -19.1461125 ; -7.7860857
0.3833333 ; -0.001545 ; -19.3119375 ; -7.4029094
0.36 ; -0.0015586 ; -19.4827375 ; -7.0137855
0.3366667 ; -0.0015751 ; -19.6891125 ; -6.6286679
0.3133333 ; -0.0015872 ; -19.8398 ; -6.2164707
0.29 ; -0.0015957 ; -19.9466 ; -5.784514
0.2666667 ; -0.0016069 ; -20.0857125 ; -5.35619
0.2433333 ; -0.0016181 ; -20.22565 ; -4.9215748
0.22 ; -0.001623 ; -20.2877125 ; -4.4632967
0.1966667 ; -0.0016336 ; -20.4206 ; -4.0160513
0.1733333 ; -0.0016415 ; -20.5188875 ; -3.5566072
0.15 ; -0.0016434 ; -20.54205 ; -3.0813075
0.1266667 ; -0.0016548 ; -20.6854875 ; -2.6201617
0.1033333 ; -0.0016577 ; -20.7211125 ; -2.1411816
0.08 ; -0.0016633 ; -20.7918625 ; -1.663349
0.0566667 ; -0.0016637 ; -20.7967875 ; -1.1784846
0.0333333 ; -0.0016775 ; -20.969175 ; -0.6989725
0.01 ; -0.0016744 ; -20.929475 ; -0.2092947
-0.0133333 ; -0.0016854 ; -21.0675625 ; 0.2809008
-0.0366667 ; -0.0016903 ; -21.128375 ; 0.7747071
-0.06 ; -0.0016882 ; -21.1030875 ; 1.2661853
-0.0833333 ; -0.0016998 ; -21.2478125 ; 1.770651
-0.1066667 ; -0.0016976 ; -21.2199875 ; 2.2634653
-0.13 ; -0.0017024 ; -21.2793875 ; 2.7663204
-0.1533333 ; -0.001712 ; -21.400275 ; 3.2813755
-0.1766667 ; -0.0017085 ; -21.355975 ; 3.7728889
-0.2 ; -0.0017181 ; -21.4765125 ; 4.2953025
