U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0013504 ; 19.2919143 ; 23.1502971
1.1766667 ; 0.0011659 ; 16.6560286 ; 19.5985936
1.1533333 ; 0.001066 ; 15.2281857 ; 17.5631742
1.13 ; 0.0009744 ; 13.9198529 ; 15.7294337
1.1066667 ; 0.0008919 ; 12.7418857 ; 14.1010202
1.0833333 ; 0.0008144 ; 11.63418 ; 12.603695
1.06 ; 0.0007415 ; 10.5928771 ; 11.2284498
1.0366667 ; 0.0006713 ; 9.58991 ; 9.94154
1.0133333 ; 0.0006048 ; 8.6395729 ; 8.7547672
0.99 ; 0.0005388 ; 7.6966214 ; 7.6196552
0.9666667 ; 0.0004761 ; 6.8019329 ; 6.5752018
0.9433333 ; 0.0004158 ; 5.94027 ; 5.6036547
0.92 ; 0.0003567 ; 5.0957571 ; 4.6880966
0.8966667 ; 0.0002977 ; 4.2522257 ; 3.8128291
0.8733333 ; 0.0002393 ; 3.4187386 ; 2.9856984
0.85 ; 0.0001806 ; 2.5798214 ; 2.1928482
0.8266667 ; 0.0001228 ; 1.7545871 ; 1.4504587
0.8033333 ; 6.48e-05 ; 0.9256797 ; 0.7436294
0.78 ; 1.55e-05 ; 0.2218851 ; 0.1730704
0.7566667 ; -4.97e-05 ; -0.7093441 ; -0.5367371
0.7333333 ; -0.0001082 ; -1.5463829 ; -1.1340141
0.71 ; -0.0001683 ; -2.4041571 ; -1.7069516
0.6866667 ; -0.000226 ; -3.2284329 ; -2.2168572
0.6633333 ; -0.0002847 ; -4.0677157 ; -2.6982514
0.64 ; -0.0003424 ; -4.89075 ; -3.13008
0.6166667 ; -0.0003988 ; -5.6969243 ; -3.5131033
0.5933333 ; -0.0004549 ; -6.49841 ; -3.8557233
0.57 ; -0.000509 ; -7.2707714 ; -4.1443397
0.5466667 ; -0.0005632 ; -8.04639 ; -4.3986932
0.5233333 ; -0.0006146 ; -8.7804914 ; -4.5951238
0.5 ; -0.0006658 ; -9.5111243 ; -4.7555621
0.4766667 ; -0.0007139 ; -10.1980143 ; -4.8610535
0.4533333 ; -0.0007606 ; -10.8659486 ; -4.9258967
0.43 ; -0.0008078 ; -11.5405057 ; -4.9624175
0.4066667 ; -0.0008476 ; -12.1083314 ; -4.9240548
0.3833333 ; -0.0008904 ; -12.7200014 ; -4.8760005
0.36 ; -0.0009287 ; -13.2675457 ; -4.7763165
0.3366667 ; -0.000964 ; -13.7716529 ; -4.6364565
0.3133333 ; -0.0009953 ; -14.2190586 ; -4.455305
0.29 ; -0.0010285 ; -14.6923857 ; -4.2607919
0.2666667 ; -0.0010608 ; -15.1542429 ; -4.0411314
0.2433333 ; -0.0010889 ; -15.5551 ; -3.7850743
0.22 ; -0.0011104 ; -15.8632286 ; -3.4899103
0.1966667 ; -0.0011367 ; -16.2382429 ; -3.1935211
0.1733333 ; -0.0011523 ; -16.4609857 ; -2.8532375
0.15 ; -0.0011758 ; -16.7965429 ; -2.5194814
0.1266667 ; -0.0011941 ; -17.0592143 ; -2.1608338
0.1033333 ; -0.0012115 ; -17.3071714 ; -1.7884077
0.08 ; -0.0012322 ; -17.6029143 ; -1.4082331
0.0566667 ; -0.0012393 ; -17.7037286 ; -1.0032113
0.0333333 ; -0.001252 ; -17.8863143 ; -0.5962105
0.01 ; -0.0012663 ; -18.0892857 ; -0.1808929
-0.0133333 ; -0.0012724 ; -18.1764857 ; 0.2423531
-0.0366667 ; -0.0012871 ; -18.3873714 ; 0.6742036
-0.06 ; -0.0012953 ; -18.5038 ; 1.110228
-0.0833333 ; -0.0013032 ; -18.6175 ; 1.5514583
-0.1066667 ; -0.0013151 ; -18.7873143 ; 2.0039802
-0.13 ; -0.0013267 ; -18.9534571 ; 2.4639494
-0.1533333 ; -0.0013341 ; -19.0589429 ; 2.9223712
-0.1766667 ; -0.001341 ; -19.1568429 ; 3.3843756
-0.2 ; -0.0013527 ; -19.3244714 ; 3.8648943
