U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0179076 ; 255.8227143 ; 306.9872571
1.1766667 ; 0.0153847 ; 219.7808571 ; 258.6088086
1.1533333 ; 0.0145596 ; 207.9938571 ; 239.8862486
1.13 ; 0.013921 ; 198.8708571 ; 224.7240686
1.1066667 ; 0.0126347 ; 180.4954286 ; 199.7482743
1.0833333 ; 0.0124023 ; 177.1752857 ; 191.9398929
1.06 ; 0.0120604 ; 172.2911429 ; 182.6286114
1.0366667 ; 0.011599 ; 165.6994286 ; 171.7750743
1.0133333 ; 0.011152 ; 159.3137143 ; 161.4378971
0.99 ; 0.0105138 ; 150.1965714 ; 148.6946057
0.9666667 ; 0.0101363 ; 144.8044286 ; 139.9776143
0.9433333 ; 0.0097033 ; 138.6181714 ; 130.7631417
0.92 ; 0.0093589 ; 133.6979571 ; 123.0021206
0.8966667 ; 0.0089092 ; 127.2745429 ; 114.1228401
0.8733333 ; 0.0085311 ; 121.8730857 ; 106.4358282
0.85 ; 0.0081981 ; 117.1158857 ; 99.5485029
0.8266667 ; 0.0078662 ; 112.3739286 ; 92.895781
0.8033333 ; 0.007531 ; 107.5853714 ; 86.426915
0.78 ; 0.0072123 ; 103.0331429 ; 80.3658514
0.7566667 ; 0.0069006 ; 98.5803286 ; 74.5924486
0.7333333 ; 0.0065882 ; 94.1176143 ; 69.0195838
0.71 ; 0.0062724 ; 89.6059571 ; 63.6202296
0.6866667 ; 0.0059594 ; 85.1346714 ; 58.459141
0.6633333 ; 0.0056701 ; 81.0015714 ; 53.7310424
0.64 ; 0.0053543 ; 76.4906714 ; 48.9540297
0.6166667 ; 0.0050605 ; 72.2932857 ; 44.5808595
0.5933333 ; 0.0047751 ; 68.2162 ; 40.4749453
0.57 ; 0.0044869 ; 64.0982429 ; 36.5359984
0.5466667 ; 0.0042113 ; 60.1611571 ; 32.8880992
0.5233333 ; 0.0039443 ; 56.3469429 ; 29.4882334
0.5 ; 0.0036759 ; 52.5126857 ; 26.2563429
0.4766667 ; 0.0034148 ; 48.7831143 ; 23.2532845
0.4533333 ; 0.0031557 ; 45.0814857 ; 20.4369402
0.43 ; 0.0029013 ; 41.4476143 ; 17.8224741
0.4066667 ; 0.0026527 ; 37.8963429 ; 15.4111794
0.3833333 ; 0.0024066 ; 34.3807 ; 13.1792683
0.36 ; 0.0021667 ; 30.9531429 ; 11.1431314
0.3366667 ; 0.0019327 ; 27.6098143 ; 9.2953041
0.3133333 ; 0.0017111 ; 24.4449 ; 7.659402
0.29 ; 0.0014869 ; 21.2421143 ; 6.1602131
0.2666667 ; 0.0012666 ; 18.0948429 ; 4.8252914
0.2433333 ; 0.001053 ; 15.0426714 ; 3.6603834
0.22 ; 0.000842 ; 12.0287343 ; 2.6463215
0.1966667 ; 0.0006329 ; 9.0415014 ; 1.7781619
0.1733333 ; 0.0004301 ; 6.1442429 ; 1.0650021
0.15 ; 0.0002325 ; 3.3219329 ; 0.4982899
0.1266667 ; 3.99e-05 ; 0.570247 ; 0.0722313
0.1033333 ; -0.0001512 ; -2.1597329 ; -0.2231724
0.08 ; -0.0003399 ; -4.8553086 ; -0.3884247
0.0566667 ; -0.0005286 ; -7.5519843 ; -0.4279458
0.0333333 ; -0.0007125 ; -10.1785643 ; -0.3392855
0.01 ; -0.0008945 ; -12.7791543 ; -0.1277915
-0.0133333 ; -0.0010713 ; -15.3039 ; 0.204052
-0.0366667 ; -0.0012554 ; -17.9347571 ; 0.6576078
-0.06 ; -0.0014418 ; -20.5977 ; 1.235862
-0.0833333 ; -0.0016295 ; -23.2782429 ; 1.9398536
-0.1066667 ; -0.0018206 ; -26.0091571 ; 2.7743101
-0.13 ; -0.0020151 ; -28.7873714 ; 3.7423583
-0.1533333 ; -0.0022127 ; -31.6096143 ; 4.8468075
-0.1766667 ; -0.0024192 ; -34.5604286 ; 6.1056757
-0.2 ; -0.0026346 ; -37.6377857 ; 7.5275571
