U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0028504 ; 40.7205143 ; 48.8646171
1.1766667 ; 0.0025363 ; 36.2323143 ; 42.6333565
1.1533333 ; 0.0023149 ; 33.0695571 ; 38.1402226
1.13 ; 0.0021241 ; 30.3448571 ; 34.2896886
1.1066667 ; 0.0019513 ; 27.8750714 ; 30.8484124
1.0833333 ; 0.0017946 ; 25.6372571 ; 27.7736952
1.06 ; 0.0016496 ; 23.5655 ; 24.97943
1.0366667 ; 0.0015147 ; 21.6389 ; 22.4323263
1.0133333 ; 0.0013889 ; 19.8407143 ; 20.1052571
0.99 ; 0.0012671 ; 18.1015 ; 17.920485
0.9666667 ; 0.0011548 ; 16.4972143 ; 15.9473071
0.9433333 ; 0.0010479 ; 14.9696 ; 14.1213227
0.92 ; 0.0009458 ; 13.5121043 ; 12.4311359
0.8966667 ; 0.0008468 ; 12.09668 ; 10.8466897
0.8733333 ; 0.0007511 ; 10.7300357 ; 9.3708979
0.85 ; 0.0006593 ; 9.41818 ; 8.005453
0.8266667 ; 0.0005683 ; 8.1179429 ; 6.7108328
0.8033333 ; 0.0004805 ; 6.8649386 ; 5.514834
0.78 ; 0.0003937 ; 5.6237414 ; 4.3865183
0.7566667 ; 0.0003071 ; 4.3869543 ; 3.3194621
0.7333333 ; 0.0002212 ; 3.1603543 ; 2.3175931
0.71 ; 0.0001352 ; 1.9312329 ; 1.3711753
0.6866667 ; 5.15e-05 ; 0.735123 ; 0.5047845
0.6633333 ; -3.6e-05 ; -0.5136126 ; -0.3406963
0.64 ; -0.0001176 ; -1.6797514 ; -1.0750409
0.6166667 ; -0.0002013 ; -2.8757786 ; -1.7733968
0.5933333 ; -0.0002851 ; -4.0726129 ; -2.416417
0.57 ; -0.0003624 ; -5.1764971 ; -2.9506034
0.5466667 ; -0.0004411 ; -6.3018986 ; -3.4450379
0.5233333 ; -0.0005146 ; -7.3508914 ; -3.8469665
0.5 ; -0.0005823 ; -8.3181986 ; -4.1590993
0.4766667 ; -0.0006501 ; -9.2871314 ; -4.426866
0.4533333 ; -0.000711 ; -10.15643 ; -4.6042483
0.43 ; -0.0007672 ; -10.9597929 ; -4.7127109
0.4066667 ; -0.0008232 ; -11.7607014 ; -4.7826852
0.3833333 ; -0.0008716 ; -12.45198 ; -4.773259
0.36 ; -0.0009115 ; -13.0219614 ; -4.6879061
0.3366667 ; -0.00095 ; -13.5719971 ; -4.569239
0.3133333 ; -0.0009822 ; -14.0310686 ; -4.3964015
0.29 ; -0.0010222 ; -14.6025857 ; -4.2347499
0.2666667 ; -0.0010503 ; -15.0042 ; -4.00112
0.2433333 ; -0.0010813 ; -15.4473286 ; -3.75885
0.22 ; -0.0010971 ; -15.6734286 ; -3.4481543
0.1966667 ; -0.0011233 ; -16.0477 ; -3.1560477
0.1733333 ; -0.001143 ; -16.3282857 ; -2.8302362
0.15 ; -0.00116 ; -16.5709857 ; -2.4856479
0.1266667 ; -0.0011741 ; -16.7734857 ; -2.1246415
0.1033333 ; -0.001189 ; -16.9858429 ; -1.7552038
0.08 ; -0.001205 ; -17.2148143 ; -1.3771851
0.0566667 ; -0.0012195 ; -17.4211286 ; -0.9871973
0.0333333 ; -0.0012251 ; -17.5011857 ; -0.5833729
0.01 ; -0.0012309 ; -17.5839857 ; -0.1758399
-0.0133333 ; -0.0012478 ; -17.8257 ; 0.237676
-0.0366667 ; -0.0012502 ; -17.8603714 ; 0.6548803
-0.06 ; -0.0012611 ; -18.0152286 ; 1.0809137
-0.0833333 ; -0.001272 ; -18.1713143 ; 1.5142762
-0.1066667 ; -0.0012812 ; -18.3025714 ; 1.9522743
-0.13 ; -0.0012905 ; -18.4353143 ; 2.3965909
-0.1533333 ; -0.0013011 ; -18.5874429 ; 2.8500746
-0.1766667 ; -0.0013133 ; -18.7619571 ; 3.3146124
-0.2 ; -0.0013239 ; -18.9129429 ; 3.7825886
