U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0016108 ; 17.8975778 ; 21.4770933
1.1766667 ; 0.0011958 ; 13.2862667 ; 15.6335071
1.1533333 ; 0.0008036 ; 8.9289611 ; 10.2980685
1.13 ; 0.0004836 ; 5.3736511 ; 6.0722258
1.1066667 ; 0.0002276 ; 2.5294189 ; 2.7992236
1.0833333 ; 5.95e-05 ; 0.6613387 ; 0.7164502
1.06 ; -0.000138 ; -1.5328244 ; -1.6247939
1.0366667 ; -0.0002782 ; -3.0913244 ; -3.204673
1.0133333 ; -0.0003914 ; -4.3487567 ; -4.4067401
0.99 ; -0.0004894 ; -5.4373167 ; -5.3829435
0.9666667 ; -0.0005633 ; -6.2585422 ; -6.0499241
0.9433333 ; -0.0006286 ; -6.9849233 ; -6.589111
0.92 ; -0.0006779 ; -7.5318056 ; -6.9292611
0.8966667 ; -0.0007225 ; -8.0282278 ; -7.1986442
0.8733333 ; -0.0007601 ; -8.4450011 ; -7.375301
0.85 ; -0.0007888 ; -8.76442 ; -7.449757
0.8266667 ; -0.0008178 ; -9.0862122 ; -7.5112688
0.8033333 ; -0.0008452 ; -9.3907156 ; -7.5438748
0.78 ; -0.0008687 ; -9.6525311 ; -7.5289743
0.7566667 ; -0.0008868 ; -9.8530033 ; -7.4554392
0.7333333 ; -0.0009048 ; -10.0532911 ; -7.3724135
0.71 ; -0.0009261 ; -10.2902567 ; -7.3060822
0.6866667 ; -0.0009443 ; -10.4920433 ; -7.2045364
0.6633333 ; -0.0009589 ; -10.6543244 ; -7.0673685
0.64 ; -0.0009763 ; -10.8479122 ; -6.9426638
0.6166667 ; -0.0009853 ; -10.9482611 ; -6.7514277
0.5933333 ; -0.0010026 ; -11.1394789 ; -6.6094241
0.57 ; -0.0010149 ; -11.2768444 ; -6.4278013
0.5466667 ; -0.00103 ; -11.4449 ; -6.2565453
0.5233333 ; -0.0010392 ; -11.5464556 ; -6.0426451
0.5 ; -0.0010537 ; -11.7080222 ; -5.8540111
0.4766667 ; -0.0010705 ; -11.8947444 ; -5.6698282
0.4533333 ; -0.0010803 ; -12.0033778 ; -5.4415313
0.43 ; -0.0010919 ; -12.1325 ; -5.216975
0.4066667 ; -0.001103 ; -12.2560667 ; -4.9841338
0.3833333 ; -0.0011129 ; -12.3651111 ; -4.7399593
0.36 ; -0.0011231 ; -12.4794 ; -4.492584
0.3366667 ; -0.0011304 ; -12.5598556 ; -4.2284847
0.3133333 ; -0.0011382 ; -12.6468556 ; -3.9626814
0.29 ; -0.0011515 ; -12.7940556 ; -3.7102761
0.2666667 ; -0.0011581 ; -12.8683333 ; -3.4315556
0.2433333 ; -0.0011699 ; -12.9991111 ; -3.163117
0.22 ; -0.0011793 ; -13.1037556 ; -2.8828262
0.1966667 ; -0.0011852 ; -13.1689222 ; -2.589888
0.1733333 ; -0.0011932 ; -13.2579667 ; -2.2980476
0.15 ; -0.0012035 ; -13.3719667 ; -2.005795
0.1266667 ; -0.0012098 ; -13.4427111 ; -1.7027434
0.1033333 ; -0.0012144 ; -13.4935667 ; -1.3943352
0.08 ; -0.001221 ; -13.5665556 ; -1.0853244
0.0566667 ; -0.0012346 ; -13.7181222 ; -0.7773603
0.0333333 ; -0.0012346 ; -13.7181444 ; -0.4572715
0.01 ; -0.0012433 ; -13.8147889 ; -0.1381479
-0.0133333 ; -0.0012538 ; -13.9305667 ; 0.1857409
-0.0366667 ; -0.0012597 ; -13.9964667 ; 0.5132038
-0.06 ; -0.0012654 ; -14.0601444 ; 0.8436087
-0.0833333 ; -0.0012711 ; -14.1230556 ; 1.1769213
-0.1066667 ; -0.0012805 ; -14.2281778 ; 1.5176723
-0.13 ; -0.0012854 ; -14.2819222 ; 1.8566499
-0.1533333 ; -0.0012871 ; -14.3007111 ; 2.1927757
-0.1766667 ; -0.0012959 ; -14.3990222 ; 2.5438273
-0.2 ; -0.0013063 ; -14.5144333 ; 2.9028867
