U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0037521 ; 46.901825 ; 56.28219
1.1766667 ; 0.002875 ; 35.9376875 ; 42.286679
1.1533333 ; 0.0024276 ; 30.345225 ; 34.9981595
1.13 ; 0.002153 ; 26.9123 ; 30.410899
1.1066667 ; 0.0019373 ; 24.2162125 ; 26.7992752
1.0833333 ; 0.0017461 ; 21.82605 ; 23.6448875
1.06 ; 0.0015719 ; 19.6491625 ; 20.8281122
1.0366667 ; 0.0014066 ; 17.5828 ; 18.2275027
1.0133333 ; 0.0012469 ; 15.5867375 ; 15.7945607
0.99 ; 0.0010902 ; 13.627625 ; 13.4913487
0.9666667 ; 0.0009514 ; 11.8927837 ; 11.4963576
0.9433333 ; 0.000811 ; 10.1372737 ; 9.5628282
0.92 ; 0.0006783 ; 8.4789837 ; 7.800665
0.8966667 ; 0.0005482 ; 6.8519863 ; 6.1439477
0.8733333 ; 0.0004149 ; 5.18603 ; 4.5291329
0.85 ; 0.0002862 ; 3.5778425 ; 3.0411661
0.8266667 ; 0.0001595 ; 1.9933937 ; 1.6478722
0.8033333 ; 3.3e-05 ; 0.4128312 ; 0.3316411
0.78 ; -9.07e-05 ; -1.1331364 ; -0.8838464
0.7566667 ; -0.0002102 ; -2.6271862 ; -1.9879043
0.7333333 ; -0.0003306 ; -4.1322713 ; -3.0303322
0.71 ; -0.0004438 ; -5.5470187 ; -3.9383833
0.6866667 ; -0.0005545 ; -6.93155 ; -4.7596643
0.6633333 ; -0.0006548 ; -8.1853638 ; -5.4296246
0.64 ; -0.0007496 ; -9.3695125 ; -5.996488
0.6166667 ; -0.000839 ; -10.4872963 ; -6.467166
0.5933333 ; -0.0009173 ; -11.46568 ; -6.8029701
0.57 ; -0.0009843 ; -12.303375 ; -7.0129237
0.5466667 ; -0.0010463 ; -13.0784875 ; -7.1495732
0.5233333 ; -0.0011035 ; -13.793325 ; -7.2185067
0.5 ; -0.0011491 ; -14.3635125 ; -7.1817562
0.4766667 ; -0.0011965 ; -14.956475 ; -7.1292531
0.4533333 ; -0.001229 ; -15.3631125 ; -6.964611
0.43 ; -0.0012598 ; -15.748025 ; -6.7716507
0.4066667 ; -0.0012918 ; -16.146925 ; -6.5664162
0.3833333 ; -0.0013244 ; -16.555475 ; -6.3462654
0.36 ; -0.0013438 ; -16.7971875 ; -6.0469875
0.3366667 ; -0.0013666 ; -17.082275 ; -5.7510326
0.3133333 ; -0.0013838 ; -17.2974375 ; -5.4198637
0.29 ; -0.0014033 ; -17.5411375 ; -5.0869299
0.2666667 ; -0.0014139 ; -17.6736 ; -4.71296
0.2433333 ; -0.0014334 ; -17.9177375 ; -4.3599828
0.22 ; -0.0014555 ; -18.1932375 ; -4.0025122
0.1966667 ; -0.0014707 ; -18.3839625 ; -3.6155126
0.1733333 ; -0.0014785 ; -18.4808 ; -3.2033387
0.15 ; -0.0014883 ; -18.6042375 ; -2.7906356
0.1266667 ; -0.0015063 ; -18.8287125 ; -2.3849702
0.1033333 ; -0.0015044 ; -18.8052625 ; -1.9432105
0.08 ; -0.0015159 ; -18.9486625 ; -1.515893
0.0566667 ; -0.0015341 ; -19.176125 ; -1.0866471
0.0333333 ; -0.0015366 ; -19.20715 ; -0.6402383
0.01 ; -0.0015441 ; -19.3017375 ; -0.1930174
-0.0133333 ; -0.0015481 ; -19.3518 ; 0.258024
-0.0366667 ; -0.0015595 ; -19.4935 ; 0.7147617
-0.06 ; -0.0015639 ; -19.549175 ; 1.1729505
-0.0833333 ; -0.0015726 ; -19.6577875 ; 1.638149
-0.1066667 ; -0.0015794 ; -19.7426625 ; 2.105884
-0.13 ; -0.0015872 ; -19.84035 ; 2.5792455
-0.1533333 ; -0.0015994 ; -19.992325 ; 3.0654898
-0.1766667 ; -0.0016064 ; -20.0802625 ; 3.547513
-0.2 ; -0.001616 ; -20.1994125 ; 4.0398825
