U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0034911 ; 43.6390375 ; 52.366845
1.1766667 ; 0.0028745 ; 35.9310375 ; 42.2788541
1.1533333 ; 0.0025945 ; 32.431625 ; 37.4044742
1.13 ; 0.0023373 ; 29.2159 ; 33.013967
1.1066667 ; 0.0020957 ; 26.1958375 ; 28.9900602
1.0833333 ; 0.0018656 ; 23.3195875 ; 25.2628865
1.06 ; 0.0016456 ; 20.56955 ; 21.803723
1.0366667 ; 0.0014365 ; 17.9559875 ; 18.6143737
1.0133333 ; 0.0012351 ; 15.4384125 ; 15.644258
0.99 ; 0.0010369 ; 12.961625 ; 12.8320087
0.9666667 ; 0.000849 ; 10.6125888 ; 10.2588358
0.9433333 ; 0.0006654 ; 8.3177638 ; 7.8464238
0.92 ; 0.0004898 ; 6.1222662 ; 5.6324849
0.8966667 ; 0.0003186 ; 3.9827675 ; 3.5712149
0.8733333 ; 0.0001562 ; 1.9530612 ; 1.7056735
0.85 ; 1.86e-05 ; 0.2329164 ; 0.1979789
0.8266667 ; -0.0001434 ; -1.7923362 ; -1.4816646
0.8033333 ; -0.0002894 ; -3.6169288 ; -2.9055994
0.78 ; -0.0004187 ; -5.2333725 ; -4.0820305
0.7566667 ; -0.0005419 ; -6.7732087 ; -5.1250613
0.7333333 ; -0.0006505 ; -8.1307088 ; -5.9625197
0.71 ; -0.0007525 ; -9.4063475 ; -6.6785067
0.6866667 ; -0.0008411 ; -10.51367 ; -7.2193867
0.6633333 ; -0.0009301 ; -11.6257862 ; -7.7117715
0.64 ; -0.0009955 ; -12.4441537 ; -7.9642584
0.6166667 ; -0.00106 ; -13.2497875 ; -8.1707023
0.5933333 ; -0.0011269 ; -14.085925 ; -8.3576488
0.57 ; -0.0011784 ; -14.7298375 ; -8.3960074
0.5466667 ; -0.0012322 ; -15.4019 ; -8.4197053
0.5233333 ; -0.0012746 ; -15.9328625 ; -8.338198
0.5 ; -0.0013147 ; -16.4341 ; -8.21705
0.4766667 ; -0.001357 ; -16.9627 ; -8.0855537
0.4533333 ; -0.0013944 ; -17.4297375 ; -7.901481
0.43 ; -0.0014296 ; -17.8696875 ; -7.6839656
0.4066667 ; -0.0014503 ; -18.128825 ; -7.3723888
0.3833333 ; -0.0014867 ; -18.583575 ; -7.1237037
0.36 ; -0.0015182 ; -18.9779125 ; -6.8320485
0.3366667 ; -0.0015424 ; -19.28055 ; -6.4911185
0.3133333 ; -0.0015704 ; -19.629725 ; -6.1506472
0.29 ; -0.0015912 ; -19.889675 ; -5.7680057
0.2666667 ; -0.0016213 ; -20.266025 ; -5.4042733
0.2433333 ; -0.0016372 ; -20.465575 ; -4.9799566
0.22 ; -0.0016596 ; -20.74515 ; -4.563933
0.1966667 ; -0.0016792 ; -20.9901625 ; -4.1280653
0.1733333 ; -0.0016938 ; -21.172 ; -3.6698133
0.15 ; -0.0017096 ; -21.3701625 ; -3.2055244
0.1266667 ; -0.0017262 ; -21.577475 ; -2.7331468
0.1033333 ; -0.0017388 ; -21.7354625 ; -2.2459978
0.08 ; -0.0017526 ; -21.907425 ; -1.752594
0.0566667 ; -0.001763 ; -22.03805 ; -1.2488228
0.0333333 ; -0.0017661 ; -22.0757625 ; -0.7358587
0.01 ; -0.0017876 ; -22.345175 ; -0.2234517
-0.0133333 ; -0.0017918 ; -22.396875 ; 0.298625
-0.0366667 ; -0.0017995 ; -22.49355 ; 0.8247635
-0.06 ; -0.0018083 ; -22.603325 ; 1.3561995
-0.0833333 ; -0.0018122 ; -22.6525625 ; 1.8877135
-0.1066667 ; -0.0018275 ; -22.8442625 ; 2.4367213
-0.13 ; -0.0018328 ; -22.9102 ; 2.978326
-0.1533333 ; -0.001851 ; -23.1368875 ; 3.5476561
-0.1766667 ; -0.0018571 ; -23.213475 ; 4.1010473
-0.2 ; -0.0018686 ; -23.3574 ; 4.67148
