U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0036025 ; 45.031 ; 54.0372
1.1766667 ; 0.0028521 ; 35.651525 ; 41.9499611
1.1533333 ; 0.0025584 ; 31.9793875 ; 36.8828936
1.13 ; 0.0023148 ; 28.9345875 ; 32.6960839
1.1066667 ; 0.002097 ; 26.2122875 ; 29.0082648
1.0833333 ; 0.0018968 ; 23.7096375 ; 25.6854406
1.06 ; 0.0017123 ; 21.4031875 ; 22.6873787
1.0366667 ; 0.0015323 ; 19.1540625 ; 19.8563781
1.0133333 ; 0.0013575 ; 16.969275 ; 17.195532
0.99 ; 0.0011796 ; 14.7444125 ; 14.5969684
0.9666667 ; 0.0010183 ; 12.72825 ; 12.303975
0.9433333 ; 0.0008575 ; 10.7183075 ; 10.1109367
0.92 ; 0.0007018 ; 8.7721088 ; 8.07034
0.8966667 ; 0.0005433 ; 6.7907962 ; 6.0890806
0.8733333 ; 0.0003903 ; 4.8784113 ; 4.2604792
0.85 ; 0.0002448 ; 3.059545 ; 2.6006132
0.8266667 ; 0.0001082 ; 1.3523413 ; 1.1179354
0.8033333 ; -2.5e-05 ; -0.3120356 ; -0.2506686
0.78 ; -0.0001603 ; -2.003325 ; -1.5625935
0.7566667 ; -0.0002865 ; -3.5808262 ; -2.7094919
0.7333333 ; -0.0004 ; -5.0005012 ; -3.6670342
0.71 ; -0.0005128 ; -6.4097387 ; -4.5509145
0.6866667 ; -0.0006167 ; -7.7090325 ; -5.2935356
0.6633333 ; -0.0007072 ; -8.8394813 ; -5.8635226
0.64 ; -0.0007994 ; -9.9930188 ; -6.395532
0.6166667 ; -0.0008836 ; -11.04517 ; -6.8111882
0.5933333 ; -0.0009516 ; -11.8954 ; -7.0579373
0.57 ; -0.0010221 ; -12.7758875 ; -7.2822559
0.5466667 ; -0.001078 ; -13.4753625 ; -7.3665315
0.5233333 ; -0.0011455 ; -14.31815 ; -7.4931652
0.5 ; -0.0011896 ; -14.869425 ; -7.4347125
0.4766667 ; -0.0012448 ; -15.5606125 ; -7.4172253
0.4533333 ; -0.0012873 ; -16.0917 ; -7.294904
0.43 ; -0.0013354 ; -16.692325 ; -7.1776997
0.4066667 ; -0.0013675 ; -17.093475 ; -6.9513465
0.3833333 ; -0.0014031 ; -17.5392875 ; -6.7233935
0.36 ; -0.0014315 ; -17.8937875 ; -6.4417635
0.3366667 ; -0.0014593 ; -18.240675 ; -6.1410272
0.3133333 ; -0.0015009 ; -18.761025 ; -5.8784545
0.29 ; -0.0015211 ; -19.014325 ; -5.5141542
0.2666667 ; -0.001557 ; -19.462825 ; -5.1900867
0.2433333 ; -0.0015681 ; -19.60095 ; -4.7695645
0.22 ; -0.0016017 ; -20.0216 ; -4.404752
0.1966667 ; -0.0016228 ; -20.2846 ; -3.9893047
0.1733333 ; -0.0016429 ; -20.5365125 ; -3.5596622
0.15 ; -0.0016582 ; -20.7275 ; -3.109125
0.1266667 ; -0.0016771 ; -20.96375 ; -2.6554083
0.1033333 ; -0.0016941 ; -21.1764375 ; -2.1882319
0.08 ; -0.0017096 ; -21.369675 ; -1.709574
0.0566667 ; -0.0017253 ; -21.5661 ; -1.222079
0.0333333 ; -0.0017388 ; -21.7354375 ; -0.7245146
0.01 ; -0.0017512 ; -21.8893875 ; -0.2188939
-0.0133333 ; -0.001762 ; -22.02525 ; 0.29367
-0.0366667 ; -0.001768 ; -22.099575 ; 0.8103178
-0.06 ; -0.0017838 ; -22.297475 ; 1.3378485
-0.0833333 ; -0.0018032 ; -22.539525 ; 1.8782938
-0.1066667 ; -0.0018205 ; -22.7562125 ; 2.4273293
-0.13 ; -0.0018242 ; -22.802125 ; 2.9642763
-0.1533333 ; -0.001842 ; -23.0255875 ; 3.5305901
-0.1766667 ; -0.0018574 ; -23.216975 ; 4.1016656
-0.2 ; -0.0018759 ; -23.44815 ; 4.68963
