U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0033155 ; 47.3648571 ; 56.8378286
1.1766667 ; 0.0029693 ; 42.4186571 ; 49.9126199
1.1533333 ; 0.0027177 ; 38.8243286 ; 44.7773923
1.13 ; 0.0025021 ; 35.7443286 ; 40.3910913
1.1066667 ; 0.0023094 ; 32.9914571 ; 36.5105459
1.0833333 ; 0.002132 ; 30.4575714 ; 32.9957024
1.06 ; 0.0019672 ; 28.1025286 ; 29.7886803
1.0366667 ; 0.0018144 ; 25.9202 ; 26.8706073
1.0133333 ; 0.0016709 ; 23.8695 ; 24.18776
0.99 ; 0.0015307 ; 21.8672571 ; 21.6485846
0.9666667 ; 0.0014021 ; 20.0296714 ; 19.3620157
0.9433333 ; 0.0012793 ; 18.2761286 ; 17.2404813
0.92 ; 0.0011613 ; 16.5904286 ; 15.2631943
0.8966667 ; 0.001048 ; 14.9712429 ; 13.4242144
0.8733333 ; 0.0009391 ; 13.41627 ; 11.7168758
0.85 ; 0.0008322 ; 11.8884629 ; 10.1051934
0.8266667 ; 0.0007287 ; 10.4093257 ; 8.6050426
0.8033333 ; 0.0006273 ; 8.9620514 ; 7.1995146
0.78 ; 0.0005278 ; 7.5396843 ; 5.8809537
0.7566667 ; 0.0004293 ; 6.13234 ; 4.6401373
0.7333333 ; 0.0003327 ; 4.7532486 ; 3.4857156
0.71 ; 0.0002365 ; 3.3792714 ; 2.3992827
0.6866667 ; 0.0001395 ; 1.9934314 ; 1.3688229
0.6633333 ; 4.87e-05 ; 0.695354 ; 0.4612515
0.64 ; -4.88e-05 ; -0.6974519 ; -0.4463692
0.6166667 ; -0.0001363 ; -1.9469257 ; -1.2006042
0.5933333 ; -0.000229 ; -3.2712071 ; -1.9409162
0.57 ; -0.0003145 ; -4.4921714 ; -2.5605377
0.5466667 ; -0.0003999 ; -5.7125957 ; -3.1228857
0.5233333 ; -0.0004799 ; -6.8553071 ; -3.5876107
0.5 ; -0.0005583 ; -7.9753886 ; -3.9876943
0.4766667 ; -0.0006297 ; -8.9958971 ; -4.2880443
0.4533333 ; -0.0006987 ; -9.98105 ; -4.5247427
0.43 ; -0.0007636 ; -10.9083114 ; -4.6905739
0.4066667 ; -0.0008237 ; -11.7669114 ; -4.7852106
0.3833333 ; -0.0008781 ; -12.5447814 ; -4.8088329
0.36 ; -0.0009268 ; -13.2401086 ; -4.7664391
0.3366667 ; -0.0009768 ; -13.9541929 ; -4.6979116
0.3133333 ; -0.0010165 ; -14.5211286 ; -4.5499536
0.29 ; -0.001053 ; -15.0423143 ; -4.3622711
0.2666667 ; -0.0010898 ; -15.5686571 ; -4.1516419
0.2433333 ; -0.0011164 ; -15.9486429 ; -3.8808364
0.22 ; -0.0011453 ; -16.3620857 ; -3.5996589
0.1966667 ; -0.0011709 ; -16.7275571 ; -3.2897529
0.1733333 ; -0.0011937 ; -17.0523429 ; -2.9557394
0.15 ; -0.0012151 ; -17.3589286 ; -2.6038393
0.1266667 ; -0.0012311 ; -17.5873286 ; -2.2277283
0.1033333 ; -0.0012469 ; -17.8125714 ; -1.8406324
0.08 ; -0.0012609 ; -18.0128286 ; -1.4410263
0.0566667 ; -0.0012723 ; -18.1758143 ; -1.0299628
0.0333333 ; -0.0012836 ; -18.3373286 ; -0.6112443
0.01 ; -0.0012916 ; -18.4517571 ; -0.1845176
-0.0133333 ; -0.0013067 ; -18.6665 ; 0.2488867
-0.0366667 ; -0.0013146 ; -18.7799429 ; 0.6885979
-0.06 ; -0.0013213 ; -18.8762714 ; 1.1325763
-0.0833333 ; -0.0013346 ; -19.0657714 ; 1.5888143
-0.1066667 ; -0.0013448 ; -19.2108571 ; 2.0491581
-0.13 ; -0.0013524 ; -19.3198571 ; 2.5115814
-0.1533333 ; -0.0013723 ; -19.6042571 ; 3.0059861
-0.1766667 ; -0.0013858 ; -19.7969857 ; 3.4974675
-0.2 ; -0.0014019 ; -20.0266429 ; 4.0053286
