U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0027101 ; 33.876675 ; 40.65201
1.1766667 ; 0.0019963 ; 24.9536875 ; 29.3621723
1.1533333 ; 0.0017345 ; 21.681325 ; 25.0057948
1.13 ; 0.001491 ; 18.6379625 ; 21.0608976
1.1066667 ; 0.0012613 ; 15.766825 ; 17.4486197
1.0833333 ; 0.001045 ; 13.06255 ; 14.1510958
1.06 ; 0.0008424 ; 10.5293987 ; 11.1611627
1.0366667 ; 0.0006542 ; 8.1771437 ; 8.4769724
1.0133333 ; 0.0004784 ; 5.9800025 ; 6.0597359
0.99 ; 0.0003082 ; 3.8524263 ; 3.813902
0.9666667 ; 0.0001536 ; 1.920275 ; 1.8562658
0.9433333 ; 2.53e-05 ; 0.3168541 ; 0.2988991
0.92 ; -0.0001287 ; -1.6086575 ; -1.4799649
0.8966667 ; -0.0002637 ; -3.2968138 ; -2.956143
0.8733333 ; -0.0003926 ; -4.9075925 ; -4.2859641
0.85 ; -0.0005124 ; -6.40484 ; -5.444114
0.8266667 ; -0.0006249 ; -7.8115087 ; -6.4575139
0.8033333 ; -0.0007337 ; -9.17063 ; -7.3670728
0.78 ; -0.0008315 ; -10.393815 ; -8.1071757
0.7566667 ; -0.000918 ; -11.4753213 ; -8.6829931
0.7333333 ; -0.0009927 ; -12.4083675 ; -9.0994695
0.71 ; -0.0010618 ; -13.2728875 ; -9.4237501
0.6866667 ; -0.0011306 ; -14.1328 ; -9.7045227
0.6633333 ; -0.0011805 ; -14.756275 ; -9.7883291
0.64 ; -0.0012274 ; -15.3426 ; -9.819264
0.6166667 ; -0.0012685 ; -15.8561875 ; -9.7779823
0.5933333 ; -0.0013052 ; -16.3153125 ; -9.6804187
0.57 ; -0.0013339 ; -16.67365 ; -9.5039805
0.5466667 ; -0.0013579 ; -16.97355 ; -9.278874
0.5233333 ; -0.0013801 ; -17.251475 ; -9.0282719
0.5 ; -0.0014095 ; -17.61835 ; -8.809175
0.4766667 ; -0.0014239 ; -17.7992375 ; -8.4843032
0.4533333 ; -0.0014478 ; -18.096925 ; -8.2039393
0.43 ; -0.0014637 ; -18.295875 ; -7.8672262
0.4066667 ; -0.001479 ; -18.4871625 ; -7.5181127
0.3833333 ; -0.0014903 ; -18.628875 ; -7.1410687
0.36 ; -0.0015082 ; -18.85265 ; -6.786954
0.3366667 ; -0.0015207 ; -19.0087 ; -6.3995957
0.3133333 ; -0.001522 ; -19.0256125 ; -5.9613586
0.29 ; -0.001543 ; -19.2874 ; -5.593346
0.2666667 ; -0.0015506 ; -19.3826375 ; -5.1687033
0.2433333 ; -0.0015609 ; -19.51165 ; -4.7478348
0.22 ; -0.001577 ; -19.7127875 ; -4.3368132
0.1966667 ; -0.0015843 ; -19.8032625 ; -3.8946416
0.1733333 ; -0.0015988 ; -19.984925 ; -3.4640537
0.15 ; -0.0015962 ; -19.952875 ; -2.9929312
0.1266667 ; -0.0016041 ; -20.05155 ; -2.539863
0.1033333 ; -0.0016173 ; -20.2163125 ; -2.089019
0.08 ; -0.0016163 ; -20.2032625 ; -1.616261
0.0566667 ; -0.0016256 ; -20.32005 ; -1.1514695
0.0333333 ; -0.0016314 ; -20.3931 ; -0.67977
0.01 ; -0.0016416 ; -20.5197125 ; -0.2051971
-0.0133333 ; -0.0016395 ; -20.493725 ; 0.2732497
-0.0366667 ; -0.0016465 ; -20.5808875 ; 0.7546325
-0.06 ; -0.0016514 ; -20.64295 ; 1.238577
-0.0833333 ; -0.0016601 ; -20.75145 ; 1.7292875
-0.1066667 ; -0.0016596 ; -20.7455875 ; 2.2128627
-0.13 ; -0.001673 ; -20.91235 ; 2.7186055
-0.1533333 ; -0.0016741 ; -20.9267375 ; 3.2087664
-0.1766667 ; -0.0016886 ; -21.10745 ; 3.7289828
-0.2 ; -0.0016896 ; -21.1203 ; 4.22406
