Eil.Nr.   ;hv, [eV]  ;Cor(N/Le) [min-1];Cor(N/Lq) [min-1];Ni vertė  ;Ni/min.   ;Sqrt(Ni)  ;Dujos   ;E.light     ;Q.Light     ;Laikas    ;
78        ;5,125     ;230       ;233       ;19        ;228       ;15        ;204       ;0,9914    ;0,97926   ;14:40:52  ;
79        ;5,125     ;339       ;343       ;28        ;336       ;18        ;201       ;0,9914    ;0,97926   ;14:40:59  ;
80        ;5,125     ;375       ;380       ;31        ;372       ;19        ;201       ;0,9914    ;0,97926   ;14:41:05  ;
81        ;5,15      ;340       ;346       ;28        ;336       ;18        ;201       ;0,987366  ;0,97055   ;14:41:13  ;
82        ;5,15      ;389       ;396       ;32        ;384       ;20        ;201       ;0,987366  ;0,97055   ;14:41:20  ;
83        ;5,15      ;352       ;359       ;29        ;348       ;19        ;201       ;0,987366  ;0,97055   ;14:41:26  ;
84        ;5,175     ;589       ;602       ;48        ;576       ;24        ;201       ;0,9784    ;0,95709   ;14:41:34  ;
85        ;5,175     ;564       ;577       ;46        ;552       ;23        ;200       ;0,9784    ;0,95709   ;14:41:40  ;
86        ;5,175     ;650       ;665       ;53        ;636       ;25        ;201       ;0,9784    ;0,95709   ;14:41:47  ;
87        ;5,2       ;879       ;903       ;71        ;852       ;29        ;201       ;0,969452  ;0,94377   ;14:41:54  ;
88        ;5,2       ;706       ;725       ;57        ;684       ;26        ;202       ;0,969452  ;0,94377   ;14:42:01  ;
89        ;5,2       ;805       ;826       ;65        ;780       ;28        ;201       ;0,969452  ;0,94377   ;14:42:07  ;
90        ;5,225     ;1056      ;1090      ;84        ;1008      ;32        ;202       ;0,9548    ;0,92506   ;14:42:15  ;
91        ;5,225     ;1181      ;1219      ;94        ;1128      ;34        ;202       ;0,9548    ;0,92506   ;14:42:21  ;
92        ;5,225     ;1093      ;1129      ;87        ;1044      ;32        ;201       ;0,9548    ;0,92506   ;14:42:28  ;
93        ;5,25      ;1187      ;1231      ;93        ;1116      ;33        ;202       ;0,940206  ;0,90659   ;14:42:36  ;
94        ;5,25      ;1289      ;1337      ;101       ;1212      ;35        ;202       ;0,940206  ;0,90659   ;14:42:42  ;
95        ;5,25      ;1251      ;1297      ;98        ;1176      ;34        ;201       ;0,940206  ;0,90659   ;14:42:49  ;
96        ;5,275     ;1607      ;1675      ;123       ;1476      ;38        ;202       ;0,9183    ;0,88127   ;14:42:56  ;
97        ;5,275     ;1437      ;1498      ;110       ;1320      ;36        ;201       ;0,9183    ;0,88127   ;14:43:03  ;
98        ;5,275     ;1516      ;1580      ;116       ;1392      ;37        ;202       ;0,9183    ;0,88127   ;14:43:09  ;
99        ;5,3       ;2035      ;2130      ;152       ;1824      ;43        ;202       ;0,896422  ;0,85621   ;14:43:17  ;
100       ;5,3       ;2008      ;2102      ;150       ;1800      ;42        ;201       ;0,896422  ;0,85621   ;14:43:23  ;
101       ;5,3       ;2236      ;2341      ;167       ;2004      ;45        ;201       ;0,896422  ;0,85621   ;14:43:30  ;
102       ;5,325     ;2829      ;2975      ;205       ;2460      ;50        ;201       ;0,8697    ;0,82679   ;14:43:37  ;
103       ;5,325     ;2760      ;2903      ;200       ;2400      ;49        ;202       ;0,8697    ;0,82679   ;14:43:44  ;
104       ;5,325     ;2553      ;2685      ;185       ;2220      ;47        ;203       ;0,8697    ;0,82679   ;14:43:50  ;
105       ;5,35      ;3089      ;3265      ;217       ;2604      ;51        ;202       ;0,842982  ;0,79764   ;14:43:58  ;
106       ;5,35      ;3288      ;3475      ;231       ;2772      ;53        ;202       ;0,842982  ;0,79764   ;14:44:05  ;
107       ;5,35      ;3644      ;3851      ;256       ;3072      ;55        ;202       ;0,842982  ;0,79764   ;14:44:11  ;
108       ;5,375     ;4061      ;4312      ;275       ;3300      ;57        ;202       ;0,8126    ;0,76532   ;14:44:19  ;
109       ;5,375     ;3899      ;4139      ;264       ;3168      ;56        ;205       ;0,8126    ;0,76532   ;14:44:25  ;
110       ;5,375     ;4032      ;4281      ;273       ;3276      ;57        ;203       ;0,8126    ;0,76532   ;14:44:32  ;
111       ;5,4       ;4878      ;5203      ;318       ;3816      ;62        ;202       ;0,782288  ;0,73336   ;14:44:39  ;
112       ;5,4       ;4771      ;5089      ;311       ;3732      ;61        ;201       ;0,782288  ;0,73336   ;14:44:46  ;
113       ;5,4       ;4679      ;4991      ;305       ;3660      ;60        ;202       ;0,782288  ;0,73336   ;14:44:52  ;
114       ;5,425     ;4883      ;5233      ;306       ;3672      ;61        ;202       ;0,752     ;0,70172   ;14:45:00  ;
115       ;5,425     ;4660      ;4993      ;292       ;3504      ;59        ;202       ;0,752     ;0,70172   ;14:45:06  ;
116       ;5,425     ;5505      ;5900      ;345       ;4140      ;64        ;202       ;0,752     ;0,70172   ;14:45:13  ;
117       ;5,45      ;5703      ;6140      ;343       ;4116      ;64        ;202       ;0,72168   ;0,67034   ;14:45:21  ;
118       ;5,45      ;5870      ;6319      ;353       ;4236      ;65        ;202       ;0,72168   ;0,67034   ;14:45:27  ;
119       ;5,45      ;5720      ;6158      ;344       ;4128      ;64        ;201       ;0,72168   ;0,67034   ;14:45:34  ;
120       ;5,475     ;6827      ;7384      ;394       ;4728      ;69        ;201       ;0,6925    ;0,6403    ;14:45:41  ;
121       ;5,475     ;6706      ;7253      ;387       ;4644      ;68        ;201       ;0,6925    ;0,6403    ;14:45:48  ;
122       ;5,475     ;7105      ;7684      ;410       ;4920      ;70        ;201       ;0,6925    ;0,6403    ;14:45:54  ;
123       ;5,5       ;8287      ;9003      ;458       ;5496      ;74        ;201       ;0,663229  ;0,61044   ;14:46:02  ;
124       ;5,5       ;8323      ;9043      ;460       ;5520      ;74        ;201       ;0,663229  ;0,61044   ;14:46:08  ;
125       ;5,5       ;8196      ;8905      ;453       ;5436      ;74        ;201       ;0,663229  ;0,61044   ;14:46:15  ;
126       ;5,525     ;9355      ;10210     ;497       ;5964      ;77        ;202       ;0,6375    ;0,58411   ;14:46:22  ;
127       ;5,525     ;9581      ;10457     ;509       ;6108      ;78        ;202       ;0,6375    ;0,58411   ;14:46:29  ;
128       ;5,525     ;8979      ;9800      ;477       ;5724      ;76        ;202       ;0,6375    ;0,58411   ;14:46:35  ;
129       ;5,55      ;10513     ;11526     ;536       ;6432      ;80        ;202       ;0,611805  ;0,55804   ;14:46:43  ;
130       ;5,55      ;9807      ;10752     ;500       ;6000      ;77        ;202       ;0,611805  ;0,55804   ;14:46:50  ;
131       ;5,55      ;9297      ;10193     ;474       ;5688      ;75        ;203       ;0,611805  ;0,55804   ;14:46:56  ;
132       ;5,575     ;10272     ;11312     ;504       ;6048      ;78        ;202       ;0,5888    ;0,53465   ;14:47:04  ;
133       ;5,575     ;10251     ;11290     ;503       ;6036      ;78        ;202       ;0,5888    ;0,53465   ;14:47:10  ;
134       ;5,575     ;9640      ;10616     ;473       ;5676      ;75        ;202       ;0,5888    ;0,53465   ;14:47:17  ;
135       ;5,6       ;11198     ;12388     ;528       ;6336      ;80        ;202       ;0,565795  ;0,51146   ;14:47:24  ;
136       ;5,6       ;11538     ;12763     ;544       ;6528      ;81        ;202       ;0,565795  ;0,51146   ;14:47:31  ;
137       ;5,6       ;11495     ;12717     ;542       ;6504      ;81        ;202       ;0,565795  ;0,51146   ;14:47:37  ;
138       ;5,625     ;13671     ;15190     ;621       ;7452      ;86        ;202       ;0,5451    ;0,49057   ;14:47:45  ;
139       ;5,625     ;13869     ;15411     ;630       ;7560      ;87        ;202       ;0,5451    ;0,49057   ;14:47:51  ;
140       ;5,625     ;12988     ;14432     ;590       ;7080      ;84        ;202       ;0,5451    ;0,49057   ;14:47:58  ;
141       ;5,65      ;14326     ;15989     ;626       ;7512      ;87        ;202       ;0,524362  ;0,46982   ;14:48:06  ;
142       ;5,65      ;14280     ;15938     ;624       ;7488      ;87        ;203       ;0,524362  ;0,46982   ;14:48:12  ;
143       ;5,65      ;14418     ;16091     ;630       ;7560      ;87        ;203       ;0,524362  ;0,46982   ;14:48:19  ;
144       ;5,675     ;13944     ;15631     ;589       ;7068      ;84        ;203       ;0,5069    ;0,45217   ;14:48:26  ;
145       ;5,675     ;14086     ;15791     ;595       ;7140      ;84        ;203       ;0,5069    ;0,45217   ;14:48:33  ;
146       ;5,675     ;14725     ;16507     ;622       ;7464      ;86        ;203       ;0,5069    ;0,45217   ;14:48:39  ;
147       ;5,7       ;16160     ;18196     ;659       ;7908      ;89        ;203       ;0,489361  ;0,43461   ;14:48:47  ;
148       ;5,7       ;15449     ;17395     ;630       ;7560      ;87        ;203       ;0,489361  ;0,43461   ;14:48:53  ;
149       ;5,7       ;17043     ;19190     ;695       ;8340      ;91        ;203       ;0,489361  ;0,43461   ;14:49:00  ;
150       ;5,725     ;17729     ;20050     ;696       ;8352      ;91        ;203       ;0,4711    ;0,41656   ;14:49:07  ;
151       ;5,725     ;17652     ;19964     ;693       ;8316      ;91        ;202       ;0,4711    ;0,41656   ;14:49:14  ;
152       ;5,725     ;17296     ;19560     ;679       ;8148      ;90        ;203       ;0,4711    ;0,41656   ;14:49:20  ;
153       ;5,75      ;18898     ;21465     ;713       ;8556      ;92        ;203       ;0,452752  ;0,3986    ;14:49:28  ;
154       ;5,75      ;18977     ;21555     ;716       ;8592      ;93        ;203       ;0,452752  ;0,3986    ;14:49:35  ;
155       ;5,75      ;18580     ;21104     ;701       ;8412      ;92        ;203       ;0,452752  ;0,3986    ;14:49:41  ;
156       ;5,775     ;19498     ;22243     ;706       ;8472      ;92        ;204       ;0,4345    ;0,38088   ;14:49:49  ;
157       ;5,775     ;20272     ;23125     ;734       ;8808      ;94        ;204       ;0,4345    ;0,38088   ;14:49:55  ;
158       ;5,775     ;18421     ;21014     ;667       ;8004      ;89        ;204       ;0,4345    ;0,38088   ;14:50:02  ;
159       ;5,8       ;17907     ;20516     ;621       ;7452      ;86        ;204       ;0,416151  ;0,36322   ;14:50:09  ;
160       ;5,8       ;18599     ;21309     ;645       ;7740      ;88        ;204       ;0,416151  ;0,36322   ;14:50:16  ;
161       ;5,8       ;19522     ;22367     ;677       ;8124      ;90        ;204       ;0,416151  ;0,36322   ;14:50:22  ;
162       ;5,825     ;21079     ;24255     ;700       ;8400      ;92        ;204       ;0,3985    ;0,34632   ;14:50:30  ;
163       ;5,825     ;21591     ;24844     ;717       ;8604      ;93        ;203       ;0,3985    ;0,34632   ;14:50:36  ;
164       ;5,825     ;23127     ;26611     ;768       ;9216      ;96        ;203       ;0,3985    ;0,34632   ;14:50:43  ;
165       ;5,85      ;25051     ;28949     ;795       ;9540      ;98        ;204       ;0,380825  ;0,32955   ;14:50:51  ;
166       ;5,85      ;26059     ;30114     ;827       ;9924      ;100       ;204       ;0,380825  ;0,32955   ;14:50:57  ;
167       ;5,85      ;26469     ;30587     ;840       ;10080     ;100       ;204       ;0,380825  ;0,32955   ;14:51:04  ;
168       ;5,875     ;27834     ;32303     ;848       ;10176     ;101       ;204       ;0,3656    ;0,31502   ;14:51:11  ;
169       ;5,875     ;27735     ;32188     ;845       ;10140     ;101       ;204       ;0,3656    ;0,31502   ;14:51:18  ;
170       ;5,875     ;26521     ;30779     ;808       ;9696      ;98        ;204       ;0,3656    ;0,31502   ;14:51:24  ;
171       ;5,9       ;27675     ;32254     ;808       ;9696      ;98        ;204       ;0,350353  ;0,30061   ;14:51:32  ;
172       ;5,9       ;26579     ;30977     ;776       ;9312      ;96        ;205       ;0,350353  ;0,30061   ;14:51:38  ;
173       ;5,9       ;25860     ;30139     ;755       ;9060      ;95        ;203       ;0,350353  ;0,30061   ;14:51:45  ;
174       ;5,925     ;28927     ;33858     ;809       ;9708      ;99        ;204       ;0,3356    ;0,28673   ;14:51:52  ;
175       ;5,925     ;31323     ;36662     ;876       ;10512     ;103       ;202       ;0,3356    ;0,28673   ;14:51:59  ;
176       ;5,925     ;30322     ;35490     ;848       ;10176     ;101       ;203       ;0,3356    ;0,28673   ;14:52:05  ;
177       ;5,95      ;34960     ;41091     ;935       ;11220     ;106       ;202       ;0,320936  ;0,27305   ;14:52:13  ;
178       ;5,95      ;34736     ;40828     ;929       ;11148     ;106       ;203       ;0,320936  ;0,27305   ;14:52:20  ;
179       ;5,95      ;34399     ;40432     ;920       ;11040     ;105       ;203       ;0,320936  ;0,27305   ;14:52:26  ;
180       ;5,975     ;35447     ;41838     ;916       ;10992     ;105       ;203       ;0,3101    ;0,26273   ;14:52:34  ;
181       ;5,975     ;39665     ;46816     ;1025      ;12300     ;111       ;203       ;0,3101    ;0,26273   ;14:52:40  ;
182       ;5,975     ;38465     ;45400     ;994       ;11928     ;109       ;203       ;0,3101    ;0,26273   ;14:52:47  ;
183       ;6         ;40745     ;48293     ;1016      ;12192     ;110       ;204       ;0,299228  ;0,25246   ;14:52:54  ;
184       ;6         ;39502     ;46819     ;985       ;11820     ;109       ;204       ;0,299228  ;0,25246   ;14:53:01  ;
185       ;6         ;37978     ;45013     ;947       ;11364     ;107       ;207       ;0,299228  ;0,25246   ;14:53:07  ;
186       ;6,025     ;42370     ;50428     ;1031      ;12372     ;111       ;209       ;0,292     ;0,24534   ;14:53:15  ;
187       ;6,025     ;42534     ;50624     ;1035      ;12420     ;111       ;203       ;0,292     ;0,24534   ;14:53:21  ;
188       ;6,025     ;40644     ;48374     ;989       ;11868     ;109       ;202       ;0,292     ;0,24534   ;14:53:28  ;
189       ;6,05      ;44108     ;52715     ;1047      ;12564     ;112       ;202       ;0,284845  ;0,23834   ;14:53:36  ;
190       ;6,05      ;44192     ;52815     ;1049      ;12588     ;112       ;202       ;0,284845  ;0,23834   ;14:53:42  ;
191       ;6,05      ;42255     ;50499     ;1003      ;12036     ;110       ;202       ;0,284845  ;0,23834   ;14:53:49  ;
192       ;6,075     ;46388     ;55668     ;1082      ;12984     ;114       ;202       ;0,2799    ;0,23324   ;14:53:56  ;
193       ;6,075     ;46559     ;55874     ;1086      ;13032     ;114       ;202       ;0,2799    ;0,23324   ;14:54:03  ;
194       ;6,075     ;47074     ;56491     ;1098      ;13176     ;115       ;202       ;0,2799    ;0,23324   ;14:54:09  ;
195       ;6,1       ;48661     ;58638     ;1115      ;13380     ;116       ;202       ;0,274961  ;0,22818   ;14:54:17  ;
196       ;6,1       ;46130     ;55588     ;1057      ;12684     ;113       ;203       ;0,274961  ;0,22818   ;14:54:23  ;
197       ;6,1       ;48923     ;58953     ;1121      ;13452     ;116       ;203       ;0,274961  ;0,22818   ;14:54:30  ;
198       ;6,125     ;48328     ;58473     ;1091      ;13092     ;114       ;203       ;0,2709    ;0,2239    ;14:54:37  ;
199       ;6,125     ;49745     ;60188     ;1123      ;13476     ;116       ;203       ;0,2709    ;0,2239    ;14:54:44  ;
200       ;6,125     ;43677     ;52845     ;986       ;11832     ;109       ;203       ;0,2709    ;0,2239    ;14:54:50  ;
201       ;6,15      ;50936     ;61882     ;1133      ;13596     ;117       ;203       ;0,266922  ;0,21971   ;14:54:58  ;
202       ;6,15      ;50082     ;60844     ;1114      ;13368     ;116       ;203       ;0,266922  ;0,21971   ;14:55:05  ;
203       ;6,15      ;53813     ;65377     ;1197      ;14364     ;120       ;203       ;0,266922  ;0,21971   ;14:55:11  ;
204       ;6,175     ;56636     ;69085     ;1246      ;14952     ;122       ;203       ;0,264     ;0,21643   ;14:55:19  ;
205       ;6,175     ;56273     ;68641     ;1238      ;14856     ;122       ;203       ;0,264     ;0,21643   ;14:55:25  ;
206       ;6,175     ;58227     ;71025     ;1281      ;15372     ;124       ;203       ;0,264     ;0,21643   ;14:55:32  ;
207       ;6,2       ;63966     ;78342     ;1392      ;16704     ;129       ;202       ;0,26114   ;0,21322   ;14:55:39  ;
208       ;6,2       ;62495     ;76541     ;1360      ;16320     ;128       ;203       ;0,26114   ;0,21322   ;14:55:46  ;
209       ;6,2       ;61117     ;74852     ;1330      ;15960     ;126       ;203       ;0,26114   ;0,21322   ;14:55:52  ;
210       ;6,225     ;62034     ;76283     ;1327      ;15924     ;126       ;203       ;0,2567    ;0,20875   ;14:56:00  ;
211       ;6,225     ;64698     ;79559     ;1384      ;16608     ;129       ;204       ;0,2567    ;0,20875   ;14:56:06  ;
212       ;6,225     ;64698     ;79559     ;1384      ;16608     ;129       ;203       ;0,2567    ;0,20875   ;14:56:13  ;
213       ;Tamsa     ;72        ;72        ;6         ;72        ;8         ;204       ;-1        ;-1        ;14:56:19  ;
214       ;Tamsa     ;48        ;48        ;4         ;48        ;7         ;204       ;-1        ;-1        ;14:56:26  ;
215       ;Tamsa     ;48        ;48        ;4         ;48        ;7         ;203       ;-1        ;-1        ;14:56:32  ;

? Ts :  5   Tz :  0   Tq :   0    Vq :  0   Cth :  2   Įtampa, [kV] :   2,40  2021-04-09 14:56:55  ;

DHT:20.70|H18.00|23.90|999.72:DHT:!
