U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0194529 ; 243.16175 ; 291.7941
1.1766667 ; 0.0180055 ; 225.068375 ; 264.8304546
1.1533333 ; 0.0170977 ; 213.72175 ; 246.4924183
1.13 ; 0.016293 ; 203.6625 ; 230.138625
1.1066667 ; 0.0155408 ; 194.26025 ; 214.9813433
1.0833333 ; 0.0148266 ; 185.3325 ; 200.776875
1.06 ; 0.0141384 ; 176.73 ; 187.3338
1.0366667 ; 0.0134692 ; 168.365625 ; 174.5390312
1.0133333 ; 0.0128186 ; 160.2325 ; 162.3689333
0.99 ; 0.012174 ; 152.1745 ; 150.652755
0.9666667 ; 0.0115691 ; 144.613375 ; 139.7929292
0.9433333 ; 0.0109749 ; 137.1865 ; 129.4125983
0.92 ; 0.0103937 ; 129.920875 ; 119.527205
0.8966667 ; 0.0098365 ; 122.95645 ; 110.2509502
0.8733333 ; 0.0092836 ; 116.044575 ; 101.3455955
0.85 ; 0.0087482 ; 109.352575 ; 92.9496887
0.8266667 ; 0.0082256 ; 102.8194125 ; 84.997381
0.8033333 ; 0.0077213 ; 96.515875 ; 77.5344196
0.78 ; 0.0072253 ; 90.3165625 ; 70.4469187
0.7566667 ; 0.0067411 ; 84.26315 ; 63.7591168
0.7333333 ; 0.0062758 ; 78.4476 ; 57.52824
0.71 ; 0.0058205 ; 72.7561375 ; 51.6568576
0.6866667 ; 0.0053819 ; 67.274025 ; 46.1948305
0.6633333 ; 0.0049553 ; 61.941725 ; 41.0880109
0.64 ; 0.0045406 ; 56.7569375 ; 36.32444
0.6166667 ; 0.0041434 ; 51.7920125 ; 31.9384077
0.5933333 ; 0.0037587 ; 46.9839625 ; 27.8771511
0.57 ; 0.0033811 ; 42.2640875 ; 24.0905299
0.5466667 ; 0.0030309 ; 37.8861625 ; 20.7111022
0.5233333 ; 0.0026816 ; 33.5198375 ; 17.5420483
0.5 ; 0.0023426 ; 29.2823625 ; 14.6411812
0.4766667 ; 0.0020238 ; 25.2972 ; 12.058332
0.4533333 ; 0.0017114 ; 21.3923875 ; 9.6978823
0.43 ; 0.0014181 ; 17.7258625 ; 7.6221209
0.4066667 ; 0.0011353 ; 14.1917375 ; 5.7713066
0.3833333 ; 0.0008691 ; 10.8631912 ; 4.1642233
0.36 ; 0.0006111 ; 7.6385687 ; 2.7498847
0.3366667 ; 0.0003611 ; 4.5136037 ; 1.5195799
0.3133333 ; 0.000132 ; 1.650185 ; 0.517058
0.29 ; -9.14e-05 ; -1.1427355 ; -0.3313933
0.2666667 ; -0.0002987 ; -3.7341962 ; -0.9957857
0.2433333 ; -0.0004929 ; -6.161075 ; -1.4991949
0.22 ; -0.0006788 ; -8.484505 ; -1.8665911
0.1966667 ; -0.0008475 ; -10.5942038 ; -2.0835267
0.1733333 ; -0.0010035 ; -12.543475 ; -2.1742023
0.15 ; -0.0011383 ; -14.2290625 ; -2.1343594
0.1266667 ; -0.0012634 ; -15.7929 ; -2.000434
0.1033333 ; -0.0013792 ; -17.2396625 ; -1.7814318
0.08 ; -0.0014869 ; -18.585925 ; -1.486874
0.0566667 ; -0.0015745 ; -19.6812375 ; -1.1152701
0.0333333 ; -0.0016499 ; -20.6234875 ; -0.6874496
0.01 ; -0.0017309 ; -21.6366125 ; -0.2163661
-0.0133333 ; -0.0017961 ; -22.451025 ; 0.299347
-0.0366667 ; -0.0018541 ; -23.176675 ; 0.8498114
-0.06 ; -0.0019242 ; -24.0528125 ; 1.4431688
-0.0833333 ; -0.0019916 ; -24.89505 ; 2.0745875
-0.1066667 ; -0.0020754 ; -25.9422125 ; 2.7671693
-0.13 ; -0.0021712 ; -27.1397625 ; 3.5281691
-0.1533333 ; -0.002277 ; -28.462425 ; 4.3642385
-0.1766667 ; -0.002393 ; -29.9122125 ; 5.2844909
-0.2 ; -0.0025253 ; -31.5664875 ; 6.3132975
