U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.003374 ; 42.1749375 ; 50.609925
1.1766667 ; 0.0024583 ; 30.728325 ; 36.1569958
1.1533333 ; 0.0021362 ; 26.702675 ; 30.7970852
1.13 ; 0.001847 ; 23.087925 ; 26.0893552
1.1066667 ; 0.0015761 ; 19.7013 ; 21.802772
1.0833333 ; 0.0013237 ; 16.5457875 ; 17.9246031
1.06 ; 0.0010903 ; 13.6288 ; 14.446528
1.0366667 ; 0.0008755 ; 10.9434837 ; 11.3447448
1.0133333 ; 0.0006741 ; 8.4262888 ; 8.5386393
0.99 ; 0.0004809 ; 6.0109775 ; 5.9508677
0.9666667 ; 0.0003066 ; 3.8321688 ; 3.7044298
0.9433333 ; 0.0001414 ; 1.7670337 ; 1.6669018
0.92 ; 1.31e-05 ; 0.1641311 ; 0.1510006
0.8966667 ; -0.0001569 ; -1.9608125 ; -1.7581952
0.8733333 ; -0.0003061 ; -3.826215 ; -3.3415611
0.85 ; -0.0004418 ; -5.5230475 ; -4.6945904
0.8266667 ; -0.0005708 ; -7.13481 ; -5.8981096
0.8033333 ; -0.0006945 ; -8.68159 ; -6.9742106
0.78 ; -0.0008033 ; -10.041635 ; -7.8324753
0.7566667 ; -0.0008994 ; -11.2421675 ; -8.5065734
0.7333333 ; -0.0009855 ; -12.3185325 ; -9.0335905
0.71 ; -0.0010671 ; -13.33895 ; -9.4706545
0.6866667 ; -0.0011408 ; -14.25945 ; -9.791489
0.6633333 ; -0.0011971 ; -14.963625 ; -9.9258712
0.64 ; -0.0012458 ; -15.572825 ; -9.966608
0.6166667 ; -0.0012927 ; -16.1582375 ; -9.9642465
0.5933333 ; -0.0013282 ; -16.6020125 ; -9.8505274
0.57 ; -0.0013616 ; -17.0203875 ; -9.7016209
0.5466667 ; -0.0013931 ; -17.4134625 ; -9.5193595
0.5233333 ; -0.0014211 ; -17.7643 ; -9.2966503
0.5 ; -0.0014372 ; -17.9648875 ; -8.9824437
0.4766667 ; -0.0014633 ; -18.2908875 ; -8.7186564
0.4533333 ; -0.0014856 ; -18.569775 ; -8.418298
0.43 ; -0.001506 ; -18.8255125 ; -8.0949704
0.4066667 ; -0.0015229 ; -19.03605 ; -7.741327
0.3833333 ; -0.0015363 ; -19.20345 ; -7.3613225
0.36 ; -0.0015552 ; -19.440525 ; -6.998589
0.3366667 ; -0.0015729 ; -19.661575 ; -6.6193969
0.3133333 ; -0.0015886 ; -19.8577375 ; -6.2220911
0.29 ; -0.0016006 ; -20.007575 ; -5.8021967
0.2666667 ; -0.0016101 ; -20.1262875 ; -5.36701
0.2433333 ; -0.0016269 ; -20.3366125 ; -4.9485757
0.22 ; -0.0016359 ; -20.4487375 ; -4.4987222
0.1966667 ; -0.001648 ; -20.5996625 ; -4.051267
0.1733333 ; -0.0016517 ; -20.6457 ; -3.578588
0.15 ; -0.0016587 ; -20.734325 ; -3.1101487
0.1266667 ; -0.0016802 ; -21.0019 ; -2.6602407
0.1033333 ; -0.0016797 ; -20.99675 ; -2.1696642
0.08 ; -0.0016884 ; -21.1049875 ; -1.688399
0.0566667 ; -0.0016948 ; -21.185475 ; -1.2005102
0.0333333 ; -0.0017062 ; -21.32715 ; -0.710905
0.01 ; -0.0017095 ; -21.3685875 ; -0.2136859
-0.0133333 ; -0.0017128 ; -21.4106 ; 0.2854747
-0.0366667 ; -0.0017194 ; -21.4926625 ; 0.7880643
-0.06 ; -0.0017255 ; -21.5682875 ; 1.2940973
-0.0833333 ; -0.0017301 ; -21.62655 ; 1.8022125
-0.1066667 ; -0.0017396 ; -21.7450375 ; 2.3194707
-0.13 ; -0.0017377 ; -21.7214625 ; 2.8237901
-0.1533333 ; -0.0017486 ; -21.857675 ; 3.3515102
-0.1766667 ; -0.0017559 ; -21.949 ; 3.8776567
-0.2 ; -0.0017617 ; -22.0217 ; 4.40434
