U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0010735 ; 15.3363286 ; 18.4035943
1.1766667 ; 0.0009248 ; 13.2107529 ; 15.5446525
1.1533333 ; 0.0008422 ; 12.0319314 ; 13.8768276
1.13 ; 0.0007663 ; 10.9475171 ; 12.3706944
1.1066667 ; 0.0006941 ; 9.9159486 ; 10.9736498
1.0833333 ; 0.0006284 ; 8.9770486 ; 9.725136
1.06 ; 0.0005644 ; 8.06291 ; 8.5466846
1.0366667 ; 0.0005042 ; 7.2028871 ; 7.466993
1.0133333 ; 0.0004447 ; 6.3523243 ; 6.4370219
0.99 ; 0.0003876 ; 5.5364314 ; 5.4810671
0.9666667 ; 0.0003327 ; 4.7522114 ; 4.5938044
0.9433333 ; 0.0002781 ; 3.97357 ; 3.748401
0.92 ; 0.0002241 ; 3.2012514 ; 2.9451513
0.8966667 ; 0.0001705 ; 2.4364014 ; 2.1846399
0.8733333 ; 0.0001173 ; 1.6756857 ; 1.4634322
0.85 ; 6.46e-05 ; 0.9228433 ; 0.7844168
0.8266667 ; 1.94e-05 ; 0.2775721 ; 0.2294596
0.8033333 ; -4.24e-05 ; -0.6062179 ; -0.486995
0.78 ; -9.52e-05 ; -1.360183 ; -1.0609427
0.7566667 ; -0.0001514 ; -2.1629643 ; -1.636643
0.7333333 ; -0.0002084 ; -2.97678 ; -2.182972
0.71 ; -0.000264 ; -3.7714057 ; -2.6776981
0.6866667 ; -0.0003182 ; -4.5457314 ; -3.1214022
0.6633333 ; -0.0003757 ; -5.3675114 ; -3.5604492
0.64 ; -0.0004299 ; -6.1412114 ; -3.9303753
0.6166667 ; -0.0004872 ; -6.9601671 ; -4.2921031
0.5933333 ; -0.0005405 ; -7.7211857 ; -4.5812369
0.57 ; -0.000595 ; -8.50004 ; -4.8450228
0.5466667 ; -0.0006475 ; -9.2494014 ; -5.0563394
0.5233333 ; -0.0006983 ; -9.9753071 ; -5.2204107
0.5 ; -0.0007471 ; -10.6731214 ; -5.3365607
0.4766667 ; -0.0007959 ; -11.3706929 ; -5.4200303
0.4533333 ; -0.0008441 ; -12.0592514 ; -5.4668606
0.43 ; -0.0008861 ; -12.6584243 ; -5.4431224
0.4066667 ; -0.0009302 ; -13.2882943 ; -5.4039063
0.3833333 ; -0.0009704 ; -13.8634486 ; -5.314322
0.36 ; -0.0010054 ; -14.3629714 ; -5.1706697
0.3366667 ; -0.0010463 ; -14.9466571 ; -5.0320412
0.3133333 ; -0.0010839 ; -15.4838714 ; -4.851613
0.29 ; -0.0011138 ; -15.9120429 ; -4.6144924
0.2666667 ; -0.0011421 ; -16.3158429 ; -4.3508914
0.2433333 ; -0.0011739 ; -16.7698286 ; -4.0806583
0.22 ; -0.0011996 ; -17.1369714 ; -3.7701337
0.1966667 ; -0.0012233 ; -17.4756429 ; -3.4368764
0.1733333 ; -0.0012501 ; -17.8579 ; -3.0953693
0.15 ; -0.0012701 ; -18.1445286 ; -2.7216793
0.1266667 ; -0.0012883 ; -18.4046429 ; -2.3312548
0.1033333 ; -0.0013049 ; -18.6412143 ; -1.9262588
0.08 ; -0.0013228 ; -18.8973714 ; -1.5117897
0.0566667 ; -0.0013381 ; -19.1157714 ; -1.083227
0.0333333 ; -0.0013505 ; -19.2925714 ; -0.6430857
0.01 ; -0.0013682 ; -19.5459857 ; -0.1954599
-0.0133333 ; -0.0013721 ; -19.6017857 ; 0.2613571
-0.0366667 ; -0.001384 ; -19.7713286 ; 0.7249487
-0.06 ; -0.0013953 ; -19.9333286 ; 1.1959997
-0.0833333 ; -0.0014066 ; -20.0942 ; 1.6745167
-0.1066667 ; -0.0014127 ; -20.1820571 ; 2.1527528
-0.13 ; -0.001427 ; -20.3857857 ; 2.6501521
-0.1533333 ; -0.0014339 ; -20.4848 ; 3.1410027
-0.1766667 ; -0.0014466 ; -20.6652571 ; 3.6508621
-0.2 ; -0.0014587 ; -20.8383143 ; 4.1676629
