U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.0037152 ; 53.0736714 ; 63.6884057
1.1766667 ; 0.0031808 ; 45.4404143 ; 53.4682208
1.1533333 ; 0.0028856 ; 41.2225571 ; 47.5433492
1.13 ; 0.002652 ; 37.8852571 ; 42.8103406
1.1066667 ; 0.0024492 ; 34.9883143 ; 38.7204011
1.0833333 ; 0.0022645 ; 32.3507 ; 35.0465917
1.06 ; 0.0020952 ; 29.9308857 ; 31.7267389
1.0366667 ; 0.0019358 ; 27.6542286 ; 28.668217
1.0133333 ; 0.001785 ; 25.5003143 ; 25.8403185
0.99 ; 0.0016349 ; 23.3557286 ; 23.1221713
0.9666667 ; 0.0014962 ; 21.3736714 ; 20.6612157
0.9433333 ; 0.0013614 ; 19.4481143 ; 18.3460545
0.92 ; 0.0012289 ; 17.5560429 ; 16.1515594
0.8966667 ; 0.0010981 ; 15.6878571 ; 14.0667786
0.8733333 ; 0.0009708 ; 13.8686871 ; 12.1119868
0.85 ; 0.0008419 ; 12.02649 ; 10.2225165
0.8266667 ; 0.0007154 ; 10.2195857 ; 8.4481909
0.8033333 ; 0.0005896 ; 8.42306 ; 6.7665249
0.78 ; 0.0004632 ; 6.6165757 ; 5.1609291
0.7566667 ; 0.0003393 ; 4.8473271 ; 3.6678109
0.7333333 ; 0.0002156 ; 3.08009 ; 2.2587327
0.71 ; 9.6e-05 ; 1.3710584 ; 0.9734515
0.6866667 ; -5.6e-06 ; -0.080412 ; -0.0552163
0.6633333 ; -0.0001343 ; -1.91799 ; -1.2722667
0.64 ; -0.0002522 ; -3.60246 ; -2.3055744
0.6166667 ; -0.000358 ; -5.1148571 ; -3.1541619
0.5933333 ; -0.0004613 ; -6.59037 ; -3.9102862
0.57 ; -0.0005567 ; -7.9535186 ; -4.5335056
0.5466667 ; -0.0006463 ; -9.2328814 ; -5.0473085
0.5233333 ; -0.0007336 ; -10.4799657 ; -5.4845154
0.5 ; -0.0008085 ; -11.5506629 ; -5.7753314
0.4766667 ; -0.0008783 ; -12.5476357 ; -5.9810397
0.4533333 ; -0.0009387 ; -13.4095343 ; -6.0789889
0.43 ; -0.000991 ; -14.1575871 ; -6.0877625
0.4066667 ; -0.0010443 ; -14.9190286 ; -6.0670716
0.3833333 ; -0.0010931 ; -15.6162143 ; -5.9862155
0.36 ; -0.0011266 ; -16.0947571 ; -5.7941126
0.3366667 ; -0.001163 ; -16.6139143 ; -5.5933511
0.3133333 ; -0.0011933 ; -17.0475571 ; -5.3415679
0.29 ; -0.0012173 ; -17.3900286 ; -5.0431083
0.2666667 ; -0.0012472 ; -17.8167714 ; -4.751139
0.2433333 ; -0.0012644 ; -18.0631857 ; -4.3953752
0.22 ; -0.0012875 ; -18.3935143 ; -4.0465731
0.1966667 ; -0.0013043 ; -18.6325571 ; -3.6644029
0.1733333 ; -0.0013153 ; -18.7894286 ; -3.2568343
0.15 ; -0.0013367 ; -19.0956714 ; -2.8643507
0.1266667 ; -0.0013483 ; -19.2612571 ; -2.4397592
0.1033333 ; -0.0013621 ; -19.4588143 ; -2.0107441
0.08 ; -0.0013667 ; -19.5242857 ; -1.5619429
0.0566667 ; -0.0013829 ; -19.7556571 ; -1.1194872
0.0333333 ; -0.0013841 ; -19.7729429 ; -0.6590981
0.01 ; -0.0013958 ; -19.9404857 ; -0.1994049
-0.0133333 ; -0.0014035 ; -20.0495286 ; 0.267327
-0.0366667 ; -0.0014098 ; -20.1402714 ; 0.7384766
-0.06 ; -0.0014207 ; -20.2960714 ; 1.2177643
-0.0833333 ; -0.0014292 ; -20.4166286 ; 1.7013857
-0.1066667 ; -0.0014379 ; -20.5412429 ; 2.1910659
-0.13 ; -0.0014457 ; -20.6525714 ; 2.6848343
-0.1533333 ; -0.0014458 ; -20.6546 ; 3.1670387
-0.1766667 ; -0.0014616 ; -20.8804286 ; 3.6888757
-0.2 ; -0.001478 ; -21.1145143 ; 4.2229029
