U[V] ; I[A] ; j[mA/cm^2] ; P[mW/cm^2]
1.2 ; 0.004334 ; 54.1747625 ; 65.009715
1.1766667 ; 0.0036654 ; 45.8179125 ; 53.9124104
1.1533333 ; 0.0033256 ; 41.5697375 ; 47.9437639
1.13 ; 0.0030189 ; 37.736425 ; 42.6421602
1.1066667 ; 0.0027329 ; 34.1613625 ; 37.8052412
1.0833333 ; 0.0024665 ; 30.831575 ; 33.4008729
1.06 ; 0.0022178 ; 27.7230625 ; 29.3864462
1.0366667 ; 0.0019828 ; 24.7853625 ; 25.6941591
1.0133333 ; 0.0017603 ; 22.0033875 ; 22.296766
0.99 ; 0.0015417 ; 19.2713375 ; 19.0786241
0.9666667 ; 0.0013402 ; 16.7519 ; 16.1935033
0.9433333 ; 0.001146 ; 14.3250375 ; 13.5132854
0.92 ; 0.000958 ; 11.9750088 ; 11.017008
0.8966667 ; 0.0007757 ; 9.696045 ; 8.6941203
0.8733333 ; 0.0005987 ; 7.4835075 ; 6.5355965
0.85 ; 0.0004274 ; 5.3424738 ; 4.5411027
0.8266667 ; 0.0002641 ; 3.3014238 ; 2.729177
0.8033333 ; 0.0001116 ; 1.394655 ; 1.1203728
0.78 ; -4.37e-05 ; -0.5459039 ; -0.425805
0.7566667 ; -0.0001821 ; -2.2765088 ; -1.7225583
0.7333333 ; -0.0003193 ; -3.99103 ; -2.9267553
0.71 ; -0.0004452 ; -5.5648475 ; -3.9510417
0.6866667 ; -0.0005527 ; -6.9084788 ; -4.7438221
0.6633333 ; -0.0006623 ; -8.2788225 ; -5.4916189
0.64 ; -0.0007504 ; -9.3798925 ; -6.0031312
0.6166667 ; -0.0008319 ; -10.3984738 ; -6.4123921
0.5933333 ; -0.0009092 ; -11.3647175 ; -6.7430657
0.57 ; -0.0009785 ; -12.2316462 ; -6.9720384
0.5466667 ; -0.0010362 ; -12.9518875 ; -7.0803652
0.5233333 ; -0.0010994 ; -13.7430875 ; -7.1922158
0.5 ; -0.0011435 ; -14.294125 ; -7.1470625
0.4766667 ; -0.0011929 ; -14.9113 ; -7.1077197
0.4533333 ; -0.0012385 ; -15.4811375 ; -7.0181157
0.43 ; -0.0012798 ; -15.997625 ; -6.8789787
0.4066667 ; -0.0013238 ; -16.5475 ; -6.7293167
0.3833333 ; -0.0013661 ; -17.0767625 ; -6.5460923
0.36 ; -0.001399 ; -17.48795 ; -6.295662
0.3366667 ; -0.0014289 ; -17.8614875 ; -6.0133675
0.3133333 ; -0.00146 ; -18.250625 ; -5.7185292
0.29 ; -0.0014871 ; -18.5884875 ; -5.3906614
0.2666667 ; -0.0015162 ; -18.9525625 ; -5.0540167
0.2433333 ; -0.0015452 ; -19.314475 ; -4.6998556
0.22 ; -0.0015651 ; -19.56405 ; -4.304091
0.1966667 ; -0.0015835 ; -19.794175 ; -3.8928544
0.1733333 ; -0.0016047 ; -20.0584625 ; -3.4768002
0.15 ; -0.0016204 ; -20.2549 ; -3.038235
0.1266667 ; -0.0016386 ; -20.4830875 ; -2.5945244
0.1033333 ; -0.0016513 ; -20.641875 ; -2.1329937
0.08 ; -0.0016629 ; -20.786225 ; -1.662898
0.0566667 ; -0.0016783 ; -20.97815 ; -1.1887618
0.0333333 ; -0.0016886 ; -21.107625 ; -0.7035875
0.01 ; -0.0016913 ; -21.1418625 ; -0.2114186
-0.0133333 ; -0.0017003 ; -21.2538375 ; 0.2833845
-0.0366667 ; -0.0017092 ; -21.3648625 ; 0.7833783
-0.06 ; -0.001718 ; -21.4754875 ; 1.2885293
-0.0833333 ; -0.0017275 ; -21.59335 ; 1.7994458
-0.1066667 ; -0.001741 ; -21.7624375 ; 2.3213267
-0.13 ; -0.0017513 ; -21.89085 ; 2.8458105
-0.1533333 ; -0.0017579 ; -21.973575 ; 3.3692815
-0.1766667 ; -0.0017822 ; -22.278 ; 3.93578
-0.2 ; -0.0017911 ; -22.388825 ; 4.477765
